,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
77589,openapitools_openapi-generator,6379daa3d685b91494926e96b41af812c2372510,1312265666,"Refactored code gen classes to proper directory structure
",7ccf9df9e3b39c4ac84fd766e99f897e007077ec,0,252,0,0,252,"2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1,2,-11.0,19
83882,npm_cli,d7265045730555c03b3142c004c7438e9577028c,1639677919,"Bring in all libnpm modules + arborist as workspaces (#4166)

Added libnpm workspaces and arborist
",d8aac8448e983692cacb427e03f4688cd1b62e30,4881,0,113,0,4994,"19,56,882,783,342,471,2076,1186,739,196,30,21,13,5,6,1,0,1,0,1",20,6828,12.0,19
87584,stmicroelectronics_stm32cubef4,b5abca20c9676b04f8d2885a668a9b653ee65705,1565006739,"Release v1.24.1
",9c415eceae42fe646c1de4ea3498512f76c44822,37242,0,0,0,37242,"6,12,21,598,1260,6139,22322,4938,1093,836,0,11,7",13,37243,12.0,19
91699,ucargroup_datalink,da9c7896c939cb48ccdb23f917366d858b2b6585,1538293286,"init
",5ca49465c649c816e10af4c7112c8e8500c2dec6,1016,0,0,0,1016,"6,60,11,0,3,34,36,4,120,283,79,158,90,104,10,21,0,0",16,1019,15.0,19
97451,bendingspoons_katana-swift,730bfb92fd731a41125aeab54ea4b038b6b3d627,1631025149,"docs: remove obsolete documentation
",5b5c92347e370d8f23090585d492944f15365fe5,0,13582,0,0,13582,"17,18,25,35,2,1,1,8,34,2,0,0,0,0,0,0,0,0,0,0,0,0",10,143,-12.0,19
143272,mrcms_mrcms,943f20c8331ed27773122e571bce18f3573f7057,1353591378,"Initial commit
",1e95398b3beb314062072994ab260e80f711222f,1845,0,0,0,1845,"2,23,234,465,241,163,26,113,140,140,248,51,0,0,0",12,1846,11.0,19
47,dashlane_android-apps,6e71a696fd99e0936e0c3ed87dac4b2b4c6e7cb6,1674726096,"First release
",8308333188828ca9c96ca83cceb2e2a8f9197705,3716,0,0,0,3716,"3,1,0,5,5,36,447,340,500,748,782,346,271,234,2",15,3720,13.0,20
23130,rancher_os,8c1cb32d3bd9463de85f7eda48f21d317f733074,1423457370,"Cleanup godeps
",df4a126175a00b50984be2a1959f9bf32e780cd5,181,4,0,0,185,"6,20,8,3,0,0,52,3,99,1,0,0,0,0,0,10,13",17,215,11.0,20
81059,taehwandev_encrypteddatastorepreference,f09fb426249e8f515a5c8955a220c239fc0ab1fa,1658501686,"New module init

",dbb70e688deddbe434748c7ce969cb98a7b657cf,53,0,0,0,53,"8,7,2,1,0,19,1,3,1,4,0,2,4,2,0,0",14,54,13.0,20
94190,htmlunit_htmlunit,f6eee45a4b5f7a2380da294a0d232c28fcf95850,1489605349,"git-svn-id: http://svn.code.sf.net/p/htmlunit/code/trunk/htmlunit@13733 5f5364db-9458-4db8-a492-e30667be6df6
",2ade1bb9dc147e25263aea772af87bd53fb6ac3d,0,6581,0,0,6581,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-18.0,20
94191,htmlunit_htmlunit,ae746891987e3967180e7233f52d3e3318a427ac,1489605763,"move back

git-svn-id: http://svn.code.sf.net/p/htmlunit/code/trunk/htmlunit@13735 5f5364db-9458-4db8-a492-e30667be6df6
","f6eee45a4b5f7a2380da294a0d232c28fcf95850,0c3565f5f8fb5870f1be25b0d28af2644e13ebe4",6581,0,0,0,6581,"5,0,4,41,28,22,285,954,1285,1724,1050,419,60,54,235,98,0,317",18,6581,18.0,20
151954,whisky-app_whisky,381a7f973258a426efd09ec52aaeee6bd587d85b,1679609231,"Wine 8.3
",d4b4108374798cef076279c71bbd2672e6ff7f9b,4744,0,0,0,4744,"2,6,3,4,99,1,1632,34,31,28,1840,816,213,40,9,1",16,4759,12.0,20
155666,openvinotoolkit_openvino,866530fb047cd17af6bd2dbbde5f5cb35f876840,1539686703,"Publishing R3
",c37d4661a27afb408a45f7752acea968032afcc0,6787,0,0,0,6787,"8,17,75,391,459,932,492,412,58,106,843,1229,746,849,113,58",16,6788,15.0,20
10343,gyxuehu_ewomail,bb959bc7fa7d281b7cc3ec726ce46c89cf648bb9,1526610643,"1.05
",b9206ab5dfb0eea9a9a2ed78931cbb2a9c0099a9,1541,0,0,0,1541,"1,5,51,70,82,154,52,331,459,278,52,7",12,1542,11.0,21
15269,salesforce_argus,07569747685806ea9c822ae39b55fe66ccf4f7df,1454105373,"Initial checkin
",41921818e0e6ae4eb0976f1d23f73cb3f77311be,389,0,0,0,389,"5,22,7,8,30,3,0,0,3,91,90,131,0,0,0,0,0,0",12,390,11.0,21
17539,amannn_action-semantic-pull-request,77a5839bb18a83f4ce20b483269220135fd4cd15,1611042451,"chore: Compile dependencies (#77)

* Compile dependencies

* Build in current branch

* Check in dist (for publishing in master)",ac1ac225c5538b5f9fa5a74a2963eeb09d88ef84,1,24898,0,0,24899,"10,10,4,0,0,0,0,0,0,0,0,0,0,0,0",3,24,-12.0,21
31047,alibaba_alink,08b60eb20c17c45a4c85aa4a063b5be62cc3bb7f,1574855558,"Alink algorithm library
",d8e9ee26e8e7bcef5127d0c1a2d77c6f9980f373,1420,0,0,0,1420,"3,0,0,4,36,1,0,24,463,633,242,16,0,0,0,0",12,1422,11.0,21
35719,apache_incubator-pagespeed-ngx,f1d965bb4a66450525f7a3821fdc7380b77938d6,1357760275,"Merge branch 'master' of github.com:pagespeed/ngx_pagespeed
","48adc8a6e1bcab0712a4f0c3ffc396a2a7a3ddd0,0b585d8aa7e3ba0015dea4d6580568ebb52d6bf6",4533,0,0,0,4533,"4,15,0,4,52,158,1179,1535,790,374,200,139,45,22,27,6",16,4550,14.0,21
35732,apache_incubator-pagespeed-ngx,cb65e29c343025687a3dd238e7afd4522d2dc0d9,1367004403,"psol: removing psol
",72d5bc4476d255010c7cea14e0703d19bcca157e,0,2455,0,0,2455,"5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,33,-13.0,21
42316,bytecodealliance_wasm-micro-runtime,a75a5f0f41c003ee44860cc5254cb43b82272909,1557195498,"WebAssembly Micro Runtime first version
",15aa50914b2bfedadc84668eb6207df75e4c4fe2,252,0,0,0,252,"1,1,1,22,79,38,21,38,4,0,0,0,0,0,4,36,8",17,253,16.0,21
69272,mikeedwards83_glass.mapper,e82c58e2ff5fb62332cd24379a99b27e5bfbc202,1364849156,"Merge branch 'release/3.0.0.0'
","c304ded2094e85841fb4dae53623ee519a331faa,1cfa0ad5de232b05af51a7bfa3e922ee5d0dfb68",4963,4,0,0,4967,"10,5,176,222,380,844,1240,552,1204,185,119,23,4",13,4964,11.0,21
82345,infernojs_inferno,61910e53302f794ea5c9192394f80e3d1785bcd3,1424999375,"added the new DSL
",7a6f323b77ecd77eed94036365930bfd681b4942,7095,0,0,0,7095,"24,7,19,121,487,738,1113,780,1055,765,710,488,395,208,156,60",16,7126,14.0,21
82346,infernojs_inferno,05be01fd94b95fc6475deb125420cb4752d1cf26,1424999716,"removed modules
",f6f0ceb4bf2f6718e27301f9123d4bf71f08a039,0,7095,0,0,7095,"24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,31,-14.0,21
110079,arangodb_kube-arangodb,9740326af60cc19ff9fb13a2ca30b125490c97e3,1518531105,"Merge pull request #2 from arangodb/initial-code-structure

Initial API objects & vendoring","59818034cbac5b27860a80abb60850d370a4bf69,7cf5c317f473566b2fbe42c02426541c23565661",6332,0,0,0,6332,"7,6,29,106,997,2022,1615,893,432,124,80,36,5,4",14,6356,11.0,21
124266,campsych_concerto-platform,0b4bcd216fea1cc5621d8205295d2ad46ea59809,1459525055,"Initial commit
",6bcdf3f9f6dad598f621d221aa85659b8d6432ee,495,0,0,0,495,"5,17,12,6,123,68,122,46,10,22,61,2,2",13,496,12.0,21
126730,openshift_microshift,a8bd3bf82ba6f87f3841384634685e1d74bb0d79,1619571841,"initial drop
",17da96ca0f28f0fbdbc791df2690d5dbf19206f7,13222,0,0,0,13222,"4,2,14,290,2052,3029,3487,2386,1148,524,268,19,0",12,13223,11.0,21
139448,google_vpn-libraries,5046fc037448d71f39cacdbbbe76c691ddefd3fa,1603748107,"initial client open source
",89c15c14547d637c18797d4e6dbf8365576effaf,193,0,0,0,193,"3,49,62,0,0,0,0,0,0,0,13,45,15,6",14,193,14.0,21
13824,apache_hawq,8b26974cd8d6e1d824f274eb4a68f950fd94156c,1442622781,"SGA import
",420619cac5a47b588a8161f885d0276a86580c35,6842,0,0,0,6842,"14,45,372,1687,2259,1127,201,63,721,68,175,91,20,0,0,0",13,6843,12.0,22
20064,ermadmi78_kobby,8036cdea109062435964766746d947dcfb676685,1626179181,"Infrastructure for tests
",d1dd6e705dd809aa862b243f33687aa5c7d58238,26,2,0,0,28,"8,10,3,0,0,0,0,0,4,13,10,0,0,0,0,0,0,0,0,2,8,14,0,0",22,72,11.0,22
31570,microsoft_soundscape,099cdcbc6e1f3ea7948f6c0239d334c4ab4d6456,1668036302,"initial
",8e5389a9392b6b440c709f4206d4a46302990a98,1461,0,0,0,1461,"7,3,20,33,50,101,274,442,159,324,36,12,1",13,1462,12.0,22
46984,camptocamp_bivac,d0fe08b7e11d70d8d02d05c845909cd5ea6ef0cc,1460028263,"Godeps save
",58c3aecd2d7d76bdfa7ea876c3276a74e0dca041,372,0,0,0,372,"3,2,1,0,0,0,43,7,22,0,40,177,80",13,375,12.0,22
46996,camptocamp_bivac,14116e5a9bf599a388fef4a29a925daf995a68e7,1464005569,"Merge pull request #34 from mcanevet/ssh_options

Add ssh-options to duplicity container (Fixes #32)","00a08ad2c89569e3f4f37ff000bd58c6f22cc779,711e2696a11c3535ed6cecaae8b1646b1a8e6698",0,380,0,0,380,"8,9,0,0,0,0,0,0,0,0,0,0,0",2,17,-11.0,22
60005,glyphr-studio_glyphr-studio-1,9aae261e342ea27ca43dfc6a64a0b2f0d8eb0b5d,1409031594,"Grunt!
",feaa0d0facd8423e06141b060efa74f73bd56fd9,861,0,1,0,862,"12,30,12,5,170,83,245,95,104,44,53,18,27,1",14,899,12.0,22
60056,glyphr-studio_glyphr-studio-1,1a74383abfcdd96ab2179a1aa41a7513b101b67f,1445145086,"Cleanup - fix PathPoint thrashing bug
",1afafdc0a979bc13308030d483c48190a87fe2fe,0,1280,0,0,1280,"7,29,49,0,0,0,0,0,0,0,0,0,0,0",3,85,-11.0,22
63916,nvidia_gpu-operator,deea156a6a4f1f13f2747588348cbde8b0755ada,1560204351,"Initial Commit for the GPU Operator new home
",95c29757724662e98517eaacfb5961c6bd80beaa,5362,0,0,0,5362,"8,11,28,75,618,1841,1416,704,463,68,61,66,1,0,2,3,0,0",16,5365,15.0,22
63935,nvidia_gpu-operator,9fdae4d499ab21457cb37f5e9cecbe6e65d27eac,1581539651,"Merge branch 'sdk-0.10' into 'master'

Revendor operator sdk to version 0.10

See merge request nvidia/kubernetes/gpu-operator!65","b08bb0fd30734518316413fc96b210f049c6a98e,feb5e6139cbf2051dfe74d00a3742d5f0c254dd7",3,9746,0,0,9749,"12,20,32,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0",5,85,-13.0,22
90259,kirill-grouchnikov_radiance,a08cae8c7a4f36ee9570c9cd72bceb1f822ce4f2,1527025029,"Hello Radiance
",c9b1965013a6901f2cfff015d9fe7c2fa5fd87a2,2741,0,0,0,2741,"7,20,0,22,12,37,87,31,77,642,453,1079,265,11,0,0",14,2743,13.0,22
95115,breser_git2consul,28070ffb094c27f65e5015a675f8ebbbec38f89b,1405898477,"Remove node_modules from git.
",d38a63e8628d0e8af5a16434012d3079405d509c,0,1718,1,0,1719,"3,1,0,0,0,0,0,0,0,0,0,0,0",2,4,-11.0,22
96933,restcomm_restcomm-connect,47c912db9c65b8fbc60912672e81e8c2a4a7732b,1346409899,"Second commit of TelScale RestComm with ATT Natural Voice integration.
",44cfe20b3fcbb04b1020331581f918894eae6783,647,0,0,0,647,"0,5,40,61,10,1,27,82,35,23,59,135,137,33,0,0",14,648,12.0,22
107945,manami-project_manami,47a6c323a3a698778935196e9059fab6a5f977c4,1436041286,"Initial source commit
",e21c4275edc106d520489c477fb3b9d212758e8d,126,0,0,0,126,"4,5,0,0,4,3,0,1,12,67,30,3,0,0",12,129,11.0,22
107991,manami-project_manami,08dc919b807b85320d7b009df194f5ce7f6f5687,1591895257,"Removed java sources
",10a2a8051f9c9ae53bef91a51cf412817651dd75,0,228,0,0,228,"2,0,0,0,0,0,0,0,0,0,0,0,0,0",1,2,-13.0,22
108076,orientechnologies_orientdb,bd77b71f7697f5425956cd82ea43339322477bc2,1270158345,"Initial revision
",02f857a6f5a3ba75bafe99c70d3e71882fdf49b6,341,0,0,0,341,"0,1,25,16,1,7,5,0,0,12,106,128,36,5,0,0,0,0,0",14,342,12.0,22
108097,orientechnologies_orientdb,39d1c16503716789c5cea1e387f195a178c47789,1270675165,"Refactoring of source repository
",b294aa6645193a25db80a46438d4f688d88810b4,0,410,0,0,410,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-14.0,22
108098,orientechnologies_orientdb,b801013451a78d76525ec74a089688fdadf913f3,1270675227,"Refactoring of source repository
",39d1c16503716789c5cea1e387f195a178c47789,409,0,0,0,409,"4,32,21,1,7,5,0,2,43,126,127,36,5,0,0,0,0,0,0",13,409,13.0,22
111914,eclipse_steady,c07077d82598a6444986307814e8781373c206ca,1539274250,"Finally: Vulas goes open-source
",7b2973c8907ccd21715686d60b3d1471d1d23b3b,1973,0,0,0,1973,"8,32,28,25,136,173,69,55,35,160,301,51,11,4,270,588,28",17,1974,16.0,22
28168,lllyasviel_controlnet-v1-1-nightly,1346d29e22356d804861f6ebc73d926879d5b63a,1678815951,"i
",24eb4125ae444944edb676e2eb50ca881bf2d689,143,0,0,0,143,"3,23,17,14,172,179,20,21,30,21,13,8,8,15,0,0,0,5,14",19,563,12.0,23
117956,percona_percona-xtradb-cluster-operator,31a80d6b99eab82b4a61a330d5e0413239dd79d4,1540405962,"Created operator-sdk project

All code is autogenerated by `operator-sdk new`",3803f3c91980e14731ab6b61e364fe405bc1e186,1872,0,0,0,1872,"4,5,7,41,367,810,241,278,66,12,24,18,0,0,0,0",12,1873,11.0,23
157182,rodneyrehm_viewport-units-buggyfill,9bbb3eb141e595705d6ed6353d89f11619678a37,1405146307,"Update with tests.
",2ac6180a7b6469c6be8b393faed32abd3b485b9a,160,0,0,0,160,"11,18,37,50,44,4,0,0,0,3,0,0,2,1",14,170,13.0,23
14210,surfstudio_surfandroidstandard,b4cfe66914f9e4fa7df57342f4f8ad887fe38c53,1515500187,"очистка репозитории
",eea4c9c55a01df00e5518ee497cc086ac5e163e0,0,102,0,0,102,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,24
14211,surfstudio_surfandroidstandard,d83ae7bb7418351362a2908b084ffc4784deb7f2,1515501432,"базовый проект
",b4cfe66914f9e4fa7df57342f4f8ad887fe38c53,318,0,0,0,318,"7,6,5,2,12,34,0,22,22,26,44,47,67,24,0,0,0,0,0",14,318,14.0,24
26193,actiontech_sqle,9deb9ab181744de578c3f724404e816064adbb11,1541741515,"Merge branch 'dev/demo' into 'master'

Dev/demo

See merge request sqle/sqle!1","08f181aa3bf56a9dd5a885adaf6b22e8d62ad94b,38d6b4e59a6a519f6484bb05b73568335c419c10",5613,0,0,0,5613,"4,20,4,43,596,1758,1325,535,460,540,201,90,4,2,5,3,10,14",18,5614,17.0,24
76619,kubernetes-sigs_kubebuilder-declarative-pattern,1e465ff56af15bf01c0e12ef3e689be0b3b3f05f,1552068058,"Merge pull request #12 from johnsonj/ci-dep

check in vendor","67b2a307c1b306d8bf7491fdf249d3793a2b1677,21ffb95e6878c9558e949a8716df602aa9d68b5b",7117,0,0,0,7117,"11,1,6,229,861,2290,1789,966,604,201,99,82,4,5,5,3,10,14,0,0",18,7180,11.0,24
76628,kubernetes-sigs_kubebuilder-declarative-pattern,df4842174d5e8b158a506922091a340edbf998e3,1562636040,"Merge pull request #46 from johnsonj/controller-runtime-0.2

Updates for controller-runtime 0.2 / kubebuilder 2.0","3bfb5869c8b7d7259f87cdfc1bd77cb19c14a037,f787153ad851e3db3bfd0d5f53685ef643ded686",24,7139,11,3,7177,"12,3,11,25,34,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0",7,105,-11.0,24
79177,eis4ty_xr-stereoscopic-viewer,46fe23f4169c4385bdc952ba49fa010a4e837cb0,1695344396,"V0.10

Complete simple basic functions
",d2d118ab171eb6545c5d10cdb793a1c42f0d4651,7914,0,0,0,7914,"3,130,36,57,136,813,1330,2943,1076,804,388,188,12",13,7916,12.0,24
80458,strongloop_loopback,7d0dfb56004366e40b554ce56bba53e555073229,1367952355,"Add merge module to deps
",7806495471a4ce9bb1e4b08d2027e1da52ca8a9e,275,0,0,0,275,"4,4,47,32,4,0,8,6,46,23,42,9,18,32,2,0,80",17,357,12.0,24
80459,strongloop_loopback,c65fde6bd6f7dfaf750a3b25c4447492ab8778c8,1367952417,"Ignore merge
",7d0dfb56004366e40b554ce56bba53e555073229,0,275,0,0,275,"4,4,43,29,2,0,0,0,0,0,0,0,0,0,0,0,0",5,82,-12.0,24
82834,jellyfin_jellyfin-plugin-bookshelf,b9713114689e6a54be27e7c59f6fec283050a0c9,1361514925,"adding core plugins
",6baf15e5f8a95cdd814f5b333136a65330136686,695,0,0,0,695,"3,21,24,10,10,178,271,155,6,4,12,0,1,1",14,696,13.0,24
85508,anitrend_retrofit-graphql,76069ff1d020ec471eac1bc9bd6a2470a67bcdcf,1522960650,"Alpha Stage Project

- Library implementation
- Sample base set up",0244b862faa1db9da2b7b867ed28512fc3bbdc93,112,0,0,0,112,"10,14,44,14,0,19,0,0,5,2,6,1,0,0,0,0",12,115,11.0,24
90620,we7coreteam_w7-rangine-project-document,01e480a07a98f4d433f8bd35d1814a33095a6fb8,1563264793,"init
",26f83f29048d750116749fb7439e1c8ca0d19ac4,4333,0,0,0,4333,"4,14,14,559,726,1455,747,554,230,27,2,1,1",13,4334,12.0,24
118101,simondankelmann_submarine,0523297e5ddf166a4933b8d91281907fab0c0b43,1667750905,"First Approch
",e864665f2a1f68d9f21c7c9b5e5253dfc37acd76,69,0,0,0,69,"1,0,7,9,2,1,0,38,0,0,3,3,6,0,0",13,70,12.0,24
129762,awslabs_aws-sdk-swift,ce77e64a365c23d0ad4883ed2047bf17e045269e,1605814186,"Merge pull request #3 from aws-amplify/rest-json-bindings

Rest json bindings","350a569830702700c7ddcebdff609ad4eedf5444,b7b8eeb93f96ab30caac9d4b4d62ba318868e87a",27,0,0,0,27,"10,1,8,0,3,0,1,1,0,0,0,7,0,0",12,31,11.0,24
130138,linxhq_linxbooks,ebb59958fc2a55bb5ca8aeddfeddc16b258ade29,1434195512,"upload code project
",6aefb879402ff6f301db5d43e853ff58df00628c,10857,0,0,0,10857,"3,8,82,358,1922,1183,2793,1274,1409,980,493,248,104,3",14,10860,13.0,24
130844,tastsong_crazycar,4cd16de8ae91a94220b0806795422f91b6c103db,1629599559,"更新忽略文件
",258ac940cb03fbe997cbb1844b623765d037fad5,0,377,0,0,377,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,24
131298,tastsong_crazycar,ca5cb675ad4c50a2863a4768d90f5d228110ad60,1672818442,"update gitinore
",82310b5bc412501bbc047b59eb5534fd78602c44,0,6107,0,0,6107,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,24
131299,tastsong_crazycar,515661036036e0ed4d03da00f2a83fa5f2c7b701,1672818531,"文件重命名
",ca5cb675ad4c50a2863a4768d90f5d228110ad60,6088,0,0,0,6088,"7,66,98,281,1217,2213,1438,467,243,32,26,0,0,0,0,0,0",11,6088,11.0,24
137746,foundationdb_fdb-kubernetes-operator,621b4626b1b662d2e6af8e2fcda919570ff43060,1579646884,"Merge pull request #92 from brownleej/kubebuilder-2-upgrade

Kubebuilder 2 upgrade","fff71ccc9bbc296bacd9ddac3cd19c6a141caa16,7cecbcb3107c2f754ffac5640d2c5580e59bff11",25,7540,33,3,7601,"13,32,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,91,-14.0,24
7,alibaba_p3c,a375ac4796bffc910419f806b5305164fe6fe888,1507910380,"Source code
",f1e233110392cd25a73d2b788de6222d899e5002,608,0,0,0,608,"4,13,12,17,12,0,27,3,1,6,59,34,68,51",14,307,13.0,25
33199,js-kyle_connect-assets,ccadfc293b897fc51002c9275bb1dfc98d76aad9,1314739583,"Removing node_modules for a cleaner git repo
",731c1f15088514f21094632a6442327554978f7f,0,401,0,0,401,"4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0",4,12,-13.0,25
49749,tencentyun_xiaozhibo,469a82bb4c0279b93a7c6222539c55506ae437fc,1636980145,"init android project
",02cd19d0bada14c5bd72a1cc1c9d9e87e545bf31,678,0,0,0,678,"1,7,22,2,11,5,396,0,0,14,41,104,62,14,0",14,679,13.0,25
63157,ossamamehmood_hacktoberfest,e8c6ee73a66349c30ad9e89715e954cb208a1a9f,1666364448,"Hacktoberfest
",fb4976e5a2aea14401149ae17a5048de0e71be63,8696,0,0,0,8696,"1,3,2664,1202,881,1617,887,547,688,103,56,25,6,11,5",15,8696,15.0,25
64094,ossamamehmood_hacktoberfest,997dd3f6af95399045db74ef2f543f8e5ddce7f5,1680106895,Delete Add Code Here directory,bc44bf5c4a2804e90e664114ec674a93a9a53777,0,11663,0,0,11663,"1,3,1612,0,0,0,0,0,0,0,0,0,0,0,0",3,1616,-12.0,25
70119,d1l4y_posekit,a90977e3a2579facefbfe31267b574db26919759,1573077092,"add PoseKit template
",402af5db7e13510c158a605fc8fee9be20e4784b,576,0,0,0,576,"15,9,11,39,16,129,157,44,137,9,9,4",12,579,11.0,25
76952,uyuni-project_uyuni,c43c7764d22ca8a78fd6f446b0892b6dec5e78a8,1213712321,"Initial commit.
",ed464bb4fe029d8e5740d12f14c615d4f0e697fc,44776,0,0,0,44776,"2,60,2735,3264,1925,4828,2651,1857,2377,1975,644,67,4,0,0,0,0",13,22389,12.0,25
88812,elsa-workflows_elsa-core,42ce946d64e38950fec507d07a516e5ece6be86f,1641285491,"Reset
",aad15cbb7da492fa4b2ad5c3b17e8512a1250fa8,0,2723,0,0,2723,"0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,25
134645,getporter_porter,b4c91846f406c8036d1969cfe61f3ee302224c57,1541437826,"Add hugo docs site
",db28cf3b6e63bbafa513a7eea2aa3bc3fe8cf96a,216,0,0,0,216,"1,1,1,5,15,105,35,27,19,2,2,2,2,0",13,217,12.0,25
137164,elastic_elasticsearch-net,016246745a4a3f103f25ad1a2853e5a1876436cf,1357342300,"docs ported to new_docs from jekyll to wintersmith and also improved responsiveness on small screens
",8dbc1e981322510f924601cd432b47d850869e83,142,0,0,0,142,"5,26,283,552,271,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",32,1654,26.0,25
137165,elastic_elasticsearch-net,a0e599b7a9f2b53ef8387f264de0301ff37d1db1,1357342423,"removed : folder, must have messed something up whilst in VIM
",016246745a4a3f103f25ad1a2853e5a1876436cf,0,1,0,0,1,"5,26,283,552,271,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",6,1653,-26.0,25
138792,kubeflow_pipelines,8698b2c6e8ae68a8c6fdf9ad8e860630f3dc88e3,1541192916,"Merge pull request #22 from kubeflow/kubeflow-pipeline-bot/initial

Initial commit of the kubeflow/pipeline project.","6c8c59756ae1704257d5ffdf45468d137269e6f6,633e2ddcc8bba0aa07cf53ef438ecb58cd7d4fd7",3602,1,0,0,3603,"15,39,126,333,1357,1073,265,345,27,11,6,7",12,3604,11.0,25
147443,orangescrum_orangescrum-community,ca32927a952e1b44924335ff17740a54e002225a,1411213584,"First Push for version 1.0

Signed-off-by: Orangescrum <developer@orangescrum.com>
",b4a841cc4a739b0291733e0a8b0f90f7c20a51a3,2824,0,0,0,2824,"8,10,98,638,839,524,310,271,76,47,4,1",12,2826,11.0,25
150517,urban-health-labs_combinefirebase,17cc29108e1ddcfc877932e9a730b9f3215aad24,1582312575,"Error in CombineFireabseFirestore.podspec fixed
",79628149571c6e7b51d0d9c778ae0f88b8326795,3758,1,0,0,3759,"7,2,12,45,308,779,498,1009,409,631,73,28,0,0,4,0,8",17,3813,11.0,25
152937,720kb_ndm,75c8a106394e3015d2ab995a6735eb0e2961ef2d,1457458515,"rolled back to child_process against  npm, because i was unable to cd dirs using npm.commands :(
",643d2118c1fb7888a1f368caf230d59ce4c196e2,0,3507,0,0,3507,"8,1,68,134,127,0,0,0,0,0,0,0,0,0,0,0,0",5,338,-12.0,25
1226,apache_flink-statefun,0968a28162b03bcc922385e679f211da4e3a782c,1579887272,"Migrate the internal repository

This commit squashes individual commits from the internal repository

Co-authored-by: Tzu-Li (Gordon) Tai <tzulitai@apache.org>
Co-authored-by: Seth Wiesman <sjwiesman@gmail.com>
Co-authored-by: Konstantin Knauf <knauf.konstantin@gmail.com>
Co-authored-by: morsapaes <marta.paes.moreira@gmail.com>
",00019786dd257ab091744bed9f6c5f988b5e8df2,440,0,0,0,440,"4,12,28,29,14,6,2,7,19,38,54,159,45,16,8,0",15,441,14.0,26
33397,wanderxx_vue-fullcalendar,1901c35a9d1e16f0eec620d10638d410e16d3e5e,1467881682,"remove node_modules
",0cec2b0be5ef257f881512b35ef0006c2d98e2b0,0,15591,0,0,15591,"7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3,14,-14.0,26
73007,adorsys_open-banking-gateway,ab66a488fa2e924b0cc576abc8ed9126474fb275,1573425051,"Initial version of consent API
",7abe4b2c0995b2f8ebdeb0313a2c84cd4b64d627,47,0,0,0,47,"4,5,2,0,0,0,0,0,0,0,0,0,20,19,0,0,0",14,50,11.0,26
89490,fuce1314_springboot_v2,9c2b8fab724cea6970ca930677780a68a300539d,1659517346,"c错误的传送
",5ca43fd2568cf894047ec9f43e73c6e9ebeafa64,0,979,0,0,979,"7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,9,-12.0,26
89491,fuce1314_springboot_v2,9a97a1853c27b436333a238906162bbcb61027a9,1659517625,"解决302
",9c2b8fab724cea6970ca930677780a68a300539d,1030,0,0,0,1030,"7,2,0,6,8,68,170,228,300,85,25,94,44,2,0,0,0",14,1039,12.0,26
89492,fuce1314_springboot_v2,4a78be6caef518feda88518eed1e3a275861a5cd,1659517736,"解决302
",9a97a1853c27b436333a238906162bbcb61027a9,0,1030,0,0,1030,"7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,9,-12.0,26
89493,fuce1314_springboot_v2,d568e48b39e92e3dd9525fbd4f82a708e96714b9,1659517843,"解决302
",4a78be6caef518feda88518eed1e3a275861a5cd,979,0,0,0,979,"7,2,0,6,7,62,149,223,277,90,25,94,44,2,0,0,0",14,988,12.0,26
90334,kubernetes-sigs_secrets-store-csi-driver,4666b40875753c6e295699574fdf73f6497d2c5b,1567127325,"Add secretproviderclasses crd (#58)

* Add secretproviderclasses crd

* Increase deadline

* Address comments

* Remove unused rbac rules

* Address comments
",47e1dba36c62bcab19f5ffb1f64fabfd6abfbe8e,17,21384,0,0,21401,"9,13,26,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0",5,86,-13.0,26
