,repo_id,commit_id,commit_index,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
97983,hongzhaohua_jstarcraft-ai,dc5b496c9f08677860aead90cc9e9fc805a88d72,253,1564400023,将JStarCraft AI框架拆解为不同项目.,6da2e556422d1d596f95b30916b3c302fb49083d,1354,0,0,0,1354,"3,7,0,0,7,0,0,15,120,323,825,57",12,1357,11.0,75
98119,in28minutes_jpa-with-hibernate,814ec8cbad980ab9e0adf10dafc80c8b3b9acdc5,0,1503292722,"first commit
",,69,0,0,0,69,"2,23,16,0,6,3,3,0,3,3,10,0,0",11,69,11.0,75
100212,codee-team_codee-app,ffdc2cffc82aecce80d97c1323f9fddc5eceb546,0,1622568584,"init
",,52,0,0,0,52,"4,8,0,2,4,19,4,1,0,9,1,0",11,52,11.0,75
100243,cointrend_cointrend,e96f3f6a4f8577c410380a405ece1ea8999b4a42,1,1666976449,"[app] v1.0.0
",85945f91d4812d9cfd201d3135a2d0519baf4d3e,179,0,0,0,179,"8,13,8,5,4,18,3,6,33,44,32,6",12,180,11.0,75
101282,kivy_kivy-ios,f387566b26c48238aabdf3afc6629e3684ce54e0,0,1322592485,"initial commit with build for python 2.7.1 and sdl 1.3
",,4426,0,0,0,4426,"3,5,46,188,253,575,382,935,1588,289,103,33,20,6",14,4426,14.0,75
104824,ballcat-projects_ballcat,429b7efb7d001246fa2648aa313a5b2be7ecae22,0,1571574610,"init
",,472,0,0,0,472,"2,7,5,0,8,32,29,19,111,88,55,70,41,5",14,472,14.0,75
105899,kieronquinn_smartspacerplugins,18219f5ef546643d9785cc7da6c915fd173d84b2,1,1698007357,"Initial commit
",4175364929622af5f6538bce0c2948796d5b7dde,1281,0,0,0,1281,"7,91,44,23,0,455,22,0,0,3,34,283,167,64,45,34,6,4",18,1282,17.0,75
107759,owasp_crapi,7b4e6df1463ae56c00d4fa69fb3ba6db59663a7e,0,1606676405,"Initial commit
",,876,0,0,0,876,"3,34,56,69,50,267,163,112,113,3,6,0",11,876,11.0,75
110578,louislivi_fastdep,c4900d870143c812eaea09632a0e37351c38eec2,0,1573887180,"init
",,25,0,0,0,25,"3,3,0,0,1,4,0,0,9,3,2",11,25,11.0,75
123250,afalabarce_mvvm-multiplatform-layered-template,eff711c4323f74d6db5a0db63bc3d9b7fce23cc5,0,1701894656,"Initial Commit
",,52,0,0,0,52,"7,3,9,3,9,4,0,0,2,0,0,8,7,0,0,0,0",13,52,13.0,75
125443,maoabc_nmmp,7b97a9a7776db8309a0961964700dad2f875f120,0,1621622351,"init
",,238,0,0,0,238,"1,13,12,4,2,13,68,82,11,12,8,12",12,238,12.0,75
125867,cosium_spring-data-jpa-entity-graph,ffba3e306cb5887a6b67d413cf3e58457aaa8083,0,1479831925,"Standard methods ok
",,13,0,0,0,13,"2,0,0,0,0,0,0,0,0,0,0,7,4,0",13,13,13.0,75
127129,stfalcon-studio_stfalconimageviewer,e93bbbde83958da8e79baf664cb65e213e51d236,0,1545039735,"First commit
",,93,0,0,0,93,"6,4,1,2,0,43,0,1,3,19,13,1",12,93,12.0,75
143777,fspacecore_spacecore,c3511dde90cd22b938521118f1b7b2c3201cdd84,0,1662633368,"Initial commit
",,354,0,0,0,354,"7,6,2,2,3,245,1,13,31,29,15",11,354,11.0,75
144333,leadshop_leadshop,e30e02aff1c92c3f6e89f1d1ef0135373b6edb3e,0,1617957204,"leadshop开源商城
",,7197,0,0,0,7197,"3,29,112,203,1152,1839,1369,1045,1186,241,18",11,7197,11.0,75
146516,microsoft_azure-tools-for-java,4a3fc39f7bf1162c2c1256db544752601625f39f,1,1457999552,"Release v2.8.2 sources
",4d719602d2d1b6efe2e808e5c53dd770d81a7440,1408,0,0,0,1408,"2,1,87,115,165,151,72,430,177,101,58,45,5,0,0,0,0,0,0",13,1409,12.0,75
148654,croc-code_sql-boot,c80f24e42c74fc6a25b3d4ef983adedeef2bc704,0,1467141381,"first commit
",,31,0,0,0,31,"2,0,0,2,8,0,2,1,9,4,3,0,0,0,0",11,31,11.0,75
152430,cobblesword_nachospigot,099dca9ce59984fa035c71d5a48ab0568e529bb2,0,1594598245,"init
",,1447,0,0,0,1447,"2,15,4,0,2,3,88,772,555,5,1",11,1447,11.0,75
152973,ton-blockchain_wallet-ios,e482e68fd3e8980e16dc5312219c3ac95163a9e1,0,1572549313,"Initial
",,2147,0,0,0,2147,"8,12,82,504,426,558,406,114,28,5,4,0",11,2147,11.0,75
156625,shopware_shopware,31bfd704ad2f16d368640a25609ead7f90ac4749,0,1524144993,"Initial platform commit
",,2742,0,0,0,2742,"15,24,516,463,284,452,498,368,63,35,24,0,0,0,0,0,0",11,2742,11.0,75
602,jz-darkal_androidhttpcapture,48d0223e4e4cc68f596929670a8da04640d51bfc,0,1476560959,"Initial commit
",,494,0,0,0,494,"0,4,3,1,2,240,0,34,122,76,12",11,494,11.0,76
11139,stalary_microservice-recruit,68113f48cc15644c83d7817bdfdc4d0a482bfb37,0,1546275549,"Initial commit
",,129,0,0,0,129,"2,22,0,2,6,0,0,8,19,57,13",11,129,11.0,76
11291,bhdresh_dejavu,6a3844ec3b02eab7b27bdaf9397f68e2547e0546,119,1625503979,"Console codebase
",bbf2648ed05266e3512a9fab68d384cb898ac1ae,7284,0,0,0,7284,"0,0,49,20,5,421,1551,1735,3145,304,52,2",12,7284,12.0,76
12309,downthecrop_checkra1n-twrp,b8cdc3d373cf3c432d6bd5aee7b7b73bb8d65e64,0,1594808094,"init
",,58,0,0,0,58,"6,9,4,1,0,27,2,3,0,4,2,0",11,58,11.0,76
13077,peng-zhihui_electronbot,06ec2e469e903554eff365043074ffd80543cf67,2,1647124267,"Released.
",0cf42c65403906ce0b23ee2ad4f9cb283ebc8b2d,4529,0,0,0,4529,"1,1,59,71,136,206,66,605,1884,809,263,337,35,43,14",15,4530,14.0,76
13574,kilo-loco_content,90f71912bd6f1457814883d57e493dcfe9a3d867,1,1596634208,"Merge pull request #87 from Kilo-Loco/ios/5

Start ios auth web sign in. Add gitignore. Fixes #5","ae66367349e8382373554191107f23dddfeaa6f1,6f8002a7e347266ccc4b7a2ff1b2bb3486940fdf",2466,0,0,0,2466,"2,1,7,9,10,21,60,226,413,454,653,478,126,7",14,2467,13.0,76
17021,dfinity_ic,024de2fc73d7f6f5df5a92edf9675851f9ebbf59,0,1620627298,"Update from revision 5f0934f6f71f116d875b0de4e2b9cd81ab762933
",,1374,0,0,0,1374,"4,6,62,350,354,205,155,95,64,54,21,4",12,1374,12.0,76
20302,acuant_androidsdkv11,72bc119075b2654b7a8edd9d96141fa3ff570e18,0,1554841383,"added release
",,135,0,0,0,135,"1,8,18,2,2,1,52,0,28,17,4,2",12,135,12.0,76
28293,apache_tez,7ec39257f273812dda56d0333070f756bc69778c,0,1366329258,"Adding initial work on DAG Application Master

git-svn-id: https://svn.apache.org/repos/asf/incubator/tez/branches/TEZ-1@1469642 13f79535-47bb-0310-9956-ffa450edef68
",,401,0,0,0,401,"3,13,19,0,4,0,2,1,33,100,114,106,6,0",13,401,13.0,76
31484,takari_polyglot-maven,497c8c38f11407b162a51721eb6d9683847e350b,0,1314307616,"o adding polyglot common and the atom format for the default distribution
",,39,0,0,0,39,"1,4,0,0,0,0,0,0,9,13,12,0,0,0",11,39,11.0,76
31684,kubernetes-sigs_apiserver-builder-alpha,bdb0dd9540cdb23ec311e0138ac0c6cd6c46e2ff,3,1493336517,"Merge pull request #1 from pwittrock/wip-migrate-to-incubator

Wip migrate to incubator","4fa6050795ff15cd1ad11cbd097b5ae7d4a3a078,0988eb0ddbbc63dee2f402264e314639d7542331",16317,0,0,0,16317,"5,6,46,131,1126,3782,4611,2746,1256,601,1025,790,164,12,13,6,0,0,0,0,0",16,16320,15.0,76
33104,beezlelabs_hackertracker-ios,390c8cdc212a7f530ef71386c04d3cef84522e38,82,1624923612,"Merge pull request #140 from cak/remove-cocoapods

Replace CocoaPods with SwiftPM","fce14bd0f60530e0bbfc423e937ff805a6fc1a98,808db97a7858023e7b6d54d86aa65975a996a486",1,5005,0,0,5006,"3,74,18,159,0,0,0,0,0,0,0,0,0,0,0,0",4,254,-12.0,76
37231,pojavlauncherteam_pojavlauncher,e1ce65eb291858b2fcf1203fa3a3df1e5d78c523,1,1584610945,"Upload sources
",86083535a812a211767ef3122c3d31015e1aa3d5,2887,0,0,0,2887,"3,2,8,3,28,100,471,1802,360,79,28,4",12,2888,11.0,76
38368,elotl_kip,d096db1ecccc8892416fe455ae4dbe419b3aa26a,1,1578616884,"Add provider API boilerplate
",066b165bd7d0438d0895145bcec30fe81790ad4b,2459,0,0,0,2459,"3,0,13,138,447,1021,476,347,14,0,0,1,0",12,2460,11.0,76
38443,intel-bigdata_hibench,6f03cd87ca4c11a0d64d0cf99b7fd980d439da95,0,1339487209,"add all
",,3450,0,0,0,3450,"6,31,39,183,302,432,334,36,326,107,209,441,588,325,82,9,0,0,0,0,0,0",16,3450,16.0,76
39357,tng_archunit,b2d77e90c5296e3286bc6706ded33df76a367072,0,1463880222,"Initial commit
",,261,0,0,0,261,"4,4,0,0,1,0,0,0,104,46,65,33,4,0,0",13,261,13.0,76
46619,munichbughunter_sevenfacette,3b1db6232c237bad5f2f86908b8a851d4268e322,1,1582884082,"Merge pull request #15 from p7s1-ctf/initial_setup

Initial setup","494ae723e7c56b79c970c6e24ab57618b1860732,a5c972c4227981befc6f6c10d1f4463a638caa32",113,0,0,0,113,"10,11,7,6,4,3,24,14,6,19,9,1",12,114,11.0,76
68591,lealone_lealone,1aa4c0aed88e04f315e1d265c44de8551d2a4912,1,1351493870,"以HBase的代码为基础，合并HBase 0.94和H2 1.3.169的源代码

git-svn-id: http://yourbase.googlecode.com/svn/trunk@2 dd29964e-23cf-b90e-73d1-99d31dfa2b76
",b262e86a11cf1f6341ea9b5b3a0735d3d5e59259,1847,0,0,0,1847,"7,30,19,33,43,64,360,184,782,282,43,0,0,0",11,1847,11.0,76
69614,vsch_idea-multimarkdown,47d1d6c0da4d6af4e54085275395a7b066f29c3f,0,1298748788,"Initial version of plugin. Only the ""Preview"" tab in Markdown editor is implemented.
",,52,0,0,0,52,"6,1,0,0,3,0,0,7,18,10,7,0",11,52,11.0,76
70385,mttkay_signpost,1a462acb6b3548b5f78a842c6a57ac168a0b5193,12,1244989583,"initial commit 1.1
",89cb8fd2abcc074fd79d05e53feb823c3383c972,56,0,0,0,56,"3,10,7,0,0,0,7,25,0,0,4",11,56,11.0,76
75748,orvice_ss-panel,6e5b844312d4b34141bbe777b774f9204cab8e4b,51,1424616326,"Merge pull request #60 from orvice/dev

add  retset password mod","988810fc7171fb62d881d33fb9c0fb5ebbc966d1,fbf52f0a5928812dcf5389afacad4c1b1917913c",582,0,0,0,582,"10,98,68,11,4,1,6,17,8,44,106,228,111,32,17",15,761,11.0,76
75756,orvice_ss-panel,08a2529d51407fbfa12ed6ec17d6f258d06aa946,65,1429989967,"Merge pull request #97 from orvice/dev

init composer","55daad7b2c092a0a8b0163cc4986086d23656a73,e769e34c87ac76d44321b0fa8a6ec745c96e5b4c",0,572,2,0,574,"14,58,18,25,0,0,0,0,0,0,0,0,0,0,0",4,115,-11.0,76
80692,packtpublishing_kickstart-modern-android-development-with-jetpack-and-kotlin,4083d9035c4213d53211622acf7f05d6b7d8d2fa,0,1632743199,"Push chapter 1
",,44,0,0,0,44,"3,2,6,3,2,1,0,18,0,5,0,4,0",12,44,12.0,76
80730,piashcse_hilt-mvvm-compose-movie,9896a3874585437bb7fe6f80ddba51b4194668b2,0,1633802584,"Basic project structure for Movie app using Hilt, MVVM, Compose
",,45,0,0,0,45,"6,3,2,1,0,20,0,3,3,5,2,0",11,45,11.0,76
82088,viaversion_viafabricplus,be8c3659bca3ccffe208ef7b7aa56749c616b409,585,1700957158,"Added and fixed tons of clientside fixes
",a50dc89f2f57582e44a43f1f4163b261cea76ca7,6,3,4,3,16,"9,2,13,3,0,3,24,27,43,31,61,94,8",13,318,13.0,76
82160,viaversion_viafabricplus,41ad98fe7fc46db4a7d78f42eaa1ccce46627558,0,1676128234,Initial commit,,1,0,0,0,1,"1,0,0,0,0,0,0,0,0,0,0,0,0",1,1,-12.0,76
84059,kittinunf_knews,77135f1df90df391a86895aebe5d1a5af4abc191,0,1618294076,"Publish to Github
",,121,0,0,0,121,"8,8,17,5,13,24,0,0,0,7,23,16",12,121,12.0,76
85977,jawi_ols,563d52b40fafa179dc5b1513427808ae0be8b6fc,0,1279478815,"Initial commit.
",,146,0,0,0,146,"2,20,0,0,1,0,1,5,22,89,4,2",12,146,12.0,76
86350,neo4j_neo4j-ogm,57d15301647339b9a7ab0883df254d954dbf1dc0,0,1432636226,"first commit of single-project OGM
",,426,0,0,0,426,"2,0,0,1,0,0,1,94,177,72,75,4,0",12,426,12.0,76
87092,grpc-ecosystem_grpc-spring,3ad97e2d68fa13b9e5c13b46cb6c2011e3f4d6f2,0,1483089081,"+ init commit
",,60,0,0,0,60,"8,2,5,0,0,3,0,0,9,0,33,0,0,0",11,60,11.0,76
88387,kieronquinn_ambientmusicmod,b49095b773bf3148d0504cf0c4fb8ac70d3d3996,1,1618159720,"Initial commit
",d2658086ab0d05c7f46e27914686c3910ee63d81,377,0,0,0,377,"9,3,3,1,3,190,3,0,3,20,68,22,31,17,7",15,380,14.0,76
89236,jyotidwi_c001apk,cf62d89832b4b5bd850db49d0b10bd35374c7374,0,1696049117,"first commit
",,78,0,0,0,78,"6,9,2,1,0,37,0,2,4,7,10,0,0",11,78,11.0,76
90415,yangchong211_ycvideoplayer,4bf48585606c36c730f8506623abcc50ac8ed8aa,1,1515057350,"YCVideoPlayer
",d872f73703de207e2f0ab3905a5d7e02ef99bcc4,334,0,0,0,334,"8,13,3,3,2,213,10,19,14,5,19,28,0",12,337,11.0,76
93518,huangxianyuan_hxyframe,906aae213f53e6bdef5c868c2ba9de20d7a102c3,0,1503654569,"初始化项目
",,1206,0,0,0,1206,"2,27,160,0,25,20,84,69,198,291,120,152,48,10",14,1206,14.0,76
100902,donbrody_android-customkeyboard,b3cda460aeebb060f7b60b1453fcd793b8149306,0,1532234961,"Fully functioning Number, NumberDecimal, and QWERTY keyboards.
",,47,0,0,0,47,"4,4,2,1,0,19,0,3,1,6,7",11,47,11.0,76
100962,mrep1_littlegooseoffice,6d27421f587ff53b0229d15c66bbe7a79db4be80,0,1660745632,"Initial commit
",,403,0,0,0,403,"7,10,2,4,0,176,0,48,29,48,58,21",12,403,12.0,76
108133,quiet_org.quietmodem.quiet,9ba7daf3a6e00d6e30ef7758ca56e9203a042164,1,1477050231,"org.quietmodem.Quiet
",65cc6fb46ab95e87a8a0807123e8ab4aac82b20c,349,0,0,0,349,"7,9,2,2,16,2,51,48,4,156,52",11,349,11.0,76
108162,springforall_springcloud-thoth,03df01f1bc15b5565f0b64507ee8ddcdee4df474,0,1509624216,"feat : 初始化springcloud的项目

添加初始化项目
",,428,0,0,0,428,"0,19,278,6,2,6,20,4,3,4,67,13,6",13,428,13.0,76
110045,datacleaner_datacleaner,3e75ee41127ec610be28eb5a0ede75bd48c2bc75,144,1287944072,"Purging trunk to make room for new 2.x code base
",61f0a29af6c2749410994d5276ea57d74b8540b1,0,485,0,0,485,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,76
113829,openiddict_openiddict-core,11432c9c5482dfe0d37f0ca7aa5536444dd6aecb,1,1443974928,"Upload the first bits of the initial prototype
",63ab46380ed9870b219513da14768438233d4fd5,608,0,0,0,608,"9,0,31,35,71,65,166,175,61,1,2,1",12,617,11.0,76
116268,w296488320_xposedappium,30633eb1f95f3da68b7e4931a7812221b56195ac,0,1594718552,"first commit
",,232,0,0,0,232,"8,14,3,3,1,45,16,31,57,37,17,0,0",11,232,11.0,76
116551,libreplan_libreplan,4f4fe94a8cbebf6078fbe63de099b8658743681c,0,1240477664,"Initial commit
",,93,0,0,0,93,"2,3,0,2,5,5,10,35,6,18,7,0,0",11,93,11.0,76
117928,jetty_jetty.project,da627b843fe81fa0fe52a046c1be8595630e9ae7,1,1237928847,"jetty @ eclipse initial commit

git-svn-id: svn+ssh://dev.eclipse.org/svnroot/rt/org.eclipse.jetty/jetty/trunk@8 7e9141cc-0065-0410-87d8-b60c137991c4
",bc1e0bd10201d8a14f20a81e3b93076af6408fe4,660,0,0,0,660,"8,39,0,0,26,46,18,5,272,210,33,3,0,0,0,0,0",12,660,12.0,76
122202,xbmc_xbmc,45285e8a9300cd754a760560640b75b09f98035e,0,1253670590,"step 3/4: Move linuxport to trunk.  How'd I get roped into this?


git-svn-id: https://xbmc.svn.sourceforge.net/svnroot/xbmc/trunk@23097 568bbfeb-2a22-0410-94d2-cc84cf5bfa90
",,17686,0,0,0,17686,"21,668,1380,2044,1665,3645,5362,2120,482,193,91,15,0,0,0,0,0",12,17686,12.0,76
125488,baumblatt_capacitor-firebase-auth,3006dadb842563bf4a1ad97cacb514a2a6d64113,0,1551222984,"Scaffolding do plugin (npx @capacitor/cli plugin:generate)
",,177,0,0,0,177,"6,7,6,11,9,38,35,28,22,14,1,0",11,177,11.0,76
126126,espertechinc_esper,aaa35756e042e04ab226caa5895203042a995a46,3,1428345837,"initial commit 5.2 release tag
",6cf5a92f35a245720045ba80cfdefc100e94e3b6,5840,0,0,0,5840,"8,20,163,266,4,8,1,28,945,2841,1358,159,41,0,0",13,5842,12.0,76
126277,espertechinc_esper,2b0738ea323a69561e753498391357272e2a617c,443,1540227656,"merge esper-8
",71e038b21aca506605b1bc3e42e5f9521b343f88,0,7236,0,0,7236,"10,3,0,0,0,0,0,0,0,0,0,0,0,0,0",2,13,-11.0,76
126278,espertechinc_esper,32288a1a90a1e124d65ab6a1f8e926bfc3a77f7f,444,1540228111,"merge esper-8
",2b0738ea323a69561e753498391357272e2a617c,5032,0,0,0,5032,"10,4,3,9,1,1,0,0,0,17,744,1343,2254,623,36",15,5045,13.0,76
133232,jd-software_jdesurvey,9b5e1e7ad1a3842b06324a2efc34a351372e5a78,0,1405611605,JD_eSurvey,,3740,0,0,0,3740,"0,33,59,17,124,1588,1316,242,168,150,43",11,3740,11.0,76
134100,akarin-project_akarin,9cf714090eaa3a9716b0260b905bb7b58699e464,0,1526409875,"Sign off @ 2018-5-16
",,12,0,0,0,12,"3,5,1,0,0,1,0,0,0,0,2",11,12,11.0,76
134902,bazel-xcode_xchammer,b4d4d9131ac053cd9278bda405244c6e9619e37c,0,1532638494,"Initial commit
",,1465,0,0,0,1465,"7,5,25,8,76,277,218,349,265,31,55,48,84,9,8",15,1465,15.0,76
136674,mzdluo123_miraiandroid,c278e2a0e6e9680c0699d6f4e75751dafb44ff51,0,1588152425,"upload code
",,66,0,0,0,66,"6,3,5,1,0,37,0,0,0,7,1,6",12,66,12.0,76
137793,bernaferrari_changedetection,7d758819647d180143b89bf7f9cd9fa511717dc8,0,1527454973,"Version 0.1
",,494,0,0,0,494,"1,2,0,1,0,250,84,96,31,20,9",11,494,11.0,76
139668,muun_apollo,8f78e5f046bd27d4511e254f012c678c36eea8c3,1,1538494012,"Apollo beta-16
",a5d87822a73db85fe4cd8c906fe1d4e2c68e9408,374,0,0,0,374,"6,4,2,1,1,0,2,5,117,180,53,4,0,0",12,375,11.0,76
144364,yuanmabiji_spring-boot-2.1.0.release,0d157b12cf14dae15e6a584bbfa0b8e04604c402,0,1585986787,"initial commit
",,5053,0,0,0,5053,"11,11,147,112,0,222,285,362,249,373,1127,1305,568,259,18,4",16,5053,16.0,76
144604,fionicholas_football-app,2879d7f4e87c1747923b56cdc5d0269c6b21fc23,0,1600282122,"initial commit
",,103,0,0,0,103,"6,8,4,1,0,43,0,2,16,15,3,5",12,103,12.0,76
145831,twistlock_authz,2b67bbbfab9bbc1579ade722dc84c1e3c3440fbb,0,1452085607,"Twistlock Docker authorization broker

Initial commit for Docker authorization broker.
Consist of:
1. Extendable server to receive request from docker (based on AuthZ
specification)
2. CMD app, which can be hosted as a container (including Dockerfile)
3. Core parts of the plugin (for actual authorization and audit)
4. README and basic tests

Signed-off-by: Liron Levin <liron@twistlock.com>
",,132,0,0,0,132,"5,11,1,0,0,0,47,12,23,5,1,27,0",12,132,12.0,76
730,respawn-app_flowmvi,0b366b75a84d519621b727a918a322342e4bbd9f,0,1648925590,"Initial commit
",,54,0,0,0,54,"9,10,2,3,2,8,0,3,3,10,4,0,0,0,0",11,54,11.0,77
5830,raminabbasiiii_cleanarchitectureapp,c0ada9fca68129da9dc028d0f5f4dba8b8806cf0,0,1652275022,"initial commit
",,88,0,0,0,88,"6,7,2,1,0,36,0,3,2,15,12,4",12,88,12.0,77
6877,liangjingkanji_soft-input-event,1b246afd7256e34cc15c63cf34f14688d3f7b615,0,1651810180,"Init
",,64,0,0,0,64,"8,5,3,2,0,29,0,4,2,4,7",11,64,11.0,77
7088,apache_beam,211e76abf9ba34c35ef13cca279cbeefdad7c406,1,1456527068,"This closes #1
","11e842717f70298a4ea8436363b3101117685f60,2efe7617a595b8ac6167db40724d9874afd6df23",817,0,0,0,817,"7,8,20,0,4,0,2,6,1,23,546,193,7,1,0,0,0,0",14,818,13.0,77
12083,spress_spress,d71fb507bedbaaa1e45b89d160ab71f57ac96be7,0,1380478200,"Initial commit
",,80,0,0,0,80,"6,7,11,17,30,6,1,0,0,1,1,0",11,80,11.0,77
19754,strapdata_elassandra,b3337c312765e51cec7bde5883bbc0a08f56fb65,1,1265635806,"initial commit
",ec72ca8b7a115f9b2eea3c76c518062b99a1d015,1349,0,1,0,1350,"8,16,26,3,5,0,4,14,165,402,497,138,54,12,6,0,0",15,1350,14.0,77
25459,xayahsususu_android-databackup,5e49d8bb57e7c28d6bd6be4c094aeea7c0108c28,1073,1684481946,"refactor: Clear the project

Change-Id: I25fde4c1325b9c4e8f3da20b6de283893ea8db4d
",b3c882ba4392f8f22479d51121fa9778adf8f0a0,0,267,0,0,267,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-15.0,77
28466,alibaba_sentinel,c92fea5d46f8c7968498c6e817757f64043cc43d,0,1532680470,"Welcome to the world, Sentinel
",,386,0,0,0,386,"7,14,20,0,1,17,2,21,38,67,66,93,37,3,0,0",14,386,14.0,77
28809,exchange-server_coinexchange,3b6028d6e0a197f1484dad92e35c6589d7d78ea9,0,1614852391,"fix
",,1670,0,0,0,1670,"5,36,97,128,270,87,81,38,66,605,247,10",12,1670,12.0,77
33620,immortalwrt_immortalwrt,d58a09110ccfa95f06c983fe796806f2e035c9d2,2984,1160222240,"move old kamikaze out of trunk - will put buildroot-ng in there as soon as all the developers are ready

SVN-Revision: 4944
",af034797eeb62b62ac05442d5a688b28ccd0f16b,0,2646,0,0,2646,"0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,77
55318,jamesej_lyniconanc,b0adb89206c267a2cc26ef56af9f5c3846d9997d,0,1485380073,"Initial
",,2652,0,0,0,2652,"4,60,217,13,90,152,1158,264,389,237,34,34",12,2652,12.0,77
55351,openppl-public_ppl.nn,ac23e5eb518039536f1ef39b43c63d6bda900e77,0,1625059953,"initial commit
",,1612,0,0,0,1612,"7,13,39,18,93,182,119,311,345,71,10,111,146,67,80,0",15,1612,15.0,77
67531,izzelaliz_arclight,3edf7411336b402d242adb3ea3d0f53d002aa9b0,0,1589610149,"Initial commit
",,544,0,0,0,544,"6,6,10,0,10,3,1,1,9,59,224,177,28,10,0,0",14,544,14.0,77
67987,ljfranklin_terraform-resource,4fec8e465d28b65cad02b1af9ddc51eadb6952b1,84,1463456767,"Manually check in vendored code

- Glide duplicates deps that were already rendered by amazon sdk
- This avoids having to add glide to all build scripts and images
",6090f1963b33e5c6bbb092aa76282674419ba37c,1451,2,0,0,1453,"5,4,11,30,6,20,33,160,458,255,481,21,10,0,10,3",16,1507,11.0,77
68875,dromara_dante-cloud,a84378844ba7a43a051bb1b6ca0c8f65603edeac,0,1582847895,"创建欧律诺墨工程
",,69,0,0,0,69,"2,4,2,0,0,2,0,0,0,0,0,26,28,5,0,0",14,69,14.0,77
72432,metinkale38_prayer-times-android,905d639c33f8a3934550366212682ad09f97fbcd,0,1451564347,"initial commit for github
",,327,0,0,0,327,"9,10,3,1,1,167,42,7,53,23,11,0,0",11,327,11.0,77
85842,devmeremenko_xcodebenchmark,ba3f39032fac331bdf4c762783a36cfe7b131918,0,1597772802,"initial
",,8143,0,0,0,8143,"3,22,154,1004,1459,2255,2112,577,323,123,99,9,3",13,8143,13.0,77
92284,citiususc_calendula,dfbcb5ede2930dd97b83c4e318af8b3c8de05095,0,1385985884,"First Calendula App commit. Added ExpandableListView library as a sub-project. The home screen menu and the daily agenda view are implemented but they are non-functional.
",,76,0,0,0,76,"6,3,5,2,1,38,8,0,0,7,6,0,0",11,76,11.0,77
93121,getporter_porter,b4c91846f406c8036d1969cfe61f3ee302224c57,1,1541437826,"Add hugo docs site
",db28cf3b6e63bbafa513a7eea2aa3bc3fe8cf96a,216,0,0,0,216,"1,1,1,5,15,105,35,27,19,2,2,2,2,0",13,217,12.0,77
95274,statickidz_temariodam,62de06775c42f5b88ed2684d3b61e049b015f91c,0,1572956151,"Initial commit
",,1308,0,0,0,1308,"2,8,47,212,249,206,186,98,195,40,59,6",12,1308,12.0,77
97923,zjcscut_octopus,465bf7bf02f2591390c6cc20313bfc5720449f0d,0,1609071930,"init
",,117,0,0,0,117,"3,2,0,0,4,1,14,2,2,26,52,11",12,117,12.0,77
109708,helicalinsight_helicalinsight,22adb1e0d92750fcaa9159d7d421a5b06d8bad68,0,1494864668,"Helical Insight first Commit
",,897,0,0,0,897,"2,32,79,98,37,14,64,90,110,321,45,5",12,897,12.0,77
120918,mherrmann_helium,a7d55bdc81737c9fa8ce33ecf00319a76fdbc6c1,0,1574785096,"Open source Helium's (originally proprietary) code
",,338,0,0,0,338,"5,8,0,29,39,35,62,136,12,10,2",11,338,11.0,77
330,square_anvil,8e93fd49ed4195e436f8b8072b596e93e14d2693,0,1592238075,"Hello World!
",,107,0,0,0,107,"12,12,7,2,1,0,19,0,25,23,6,0",11,107,11.0,78
3140,sapuseven_betteruntis,cc865af533e714d11b88fc53ad9ac7502ea64869,0,1554966102,"Initial commit
",,240,0,0,0,240,"8,8,2,3,0,88,0,35,37,28,29,2",12,240,12.0,78
3150,sapuseven_betteruntis,80195126ce4f5f9fb278340f5463f63341b585a5,21,1572544814,"Initial release
",62e7f1244f3cb7973fc15637a1c8d6ed94d20219,302,0,0,0,302,"8,9,2,3,0,113,0,16,76,37,38,2",12,304,11.0,78
4414,airtestproject_airtest,27edded084522cff7f64c39c4fe013a9826a33e4,0,1516766412,"opensource init version
",,323,0,0,0,323,"9,27,87,52,5,44,34,4,15,4,42",11,323,11.0,78
4582,bytedance_bytex,4b6fbf76a7fc28b51523ed67228cfca4e740128e,0,1578659293,"initial commit. [f86051bf]
",,426,0,0,0,426,"10,95,37,13,2,5,8,6,0,0,68,137,42,3",14,426,14.0,78
5424,meituan-dianping_logan,a541f04c86425afefc1183387783dcb6b63d2937,2,1537932983,"init open source
",fc8028ad851bcadee8cdfba4cedbc59485653b78,260,0,0,0,260,"6,6,37,96,79,6,3,8,0,16,0,4",12,261,11.0,78
5630,apache_shardingsphere-elasticjob,4c453e6b0f85f73541f0eb623f4f35616f04aede,1,1441973865,init commit,a9860f5b410004d3a5c0068508ad449db3759e12,257,0,0,0,257,"3,6,0,2,1,22,17,12,15,42,128,7,3,0,0,0,0,0",13,258,12.0,78
10532,dromara_disjob,9b2dfe76c76c4ac002255905047bbccd3e964e42,0,1664295152,"first import project
",,215,0,0,0,215,"4,8,6,2,6,2,3,1,4,116,36,26,1,0,0",13,215,13.0,78
