,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket,lang,95%,99%,99.9%,output
15882,exacttarget_fuelux,16d86b638ffed30a6ecd064a80cbb592bc49a4f2,1408110724,"Merge branch 'master' of github.com:ExactTarget/fuelux
","0eb16f316a00d24d395a8fedcdea274f1a6c8b10,fe79d9d964e8e55111469a72b91422ebf97683b7",113,5485,14,1,5613,"16,100,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3,150,-14.0,67,JavaScript,5.0,9.0,17.0,node_modules
16002,hmailserver_hmailserver,c71a6de74c8e169d03ee71e0be29fbd00fc639f8,1396989814,"First commit
",0be7747326245b4e461fc1dc475f7509475f5f39,44017,0,0,0,44017,"2,7,40,459,6103,11740,12064,9010,2962,844,710,55,22,0",13,44018,12.0,56,C_C++,6.0,11.0,13.0,node_modules
16025,tangem_tangem-sdk-android,f14f061dab968a25da8595f41c758662a9220cfd,1589539051,"initial commit
",b3b823191dbc1da1272df16f9d80dbba5d7b9d57,314,0,0,0,314,"11,14,2,3,0,95,9,30,46,23,34,30,18",13,315,12.0,72,Kotlin,9.0,11.0,13.921000000002095,initial
16028,devallever_virtualcallopensource,957537ff8c0cdcc2df0f8e5d1e01709a4602b3ce,1582629695,"init.
",29435a889d1c82ee0bbc2ab7eeae1ec9c32d6311,125,0,0,0,125,"10,3,3,1,0,57,0,0,1,0,29,4,20",13,128,12.0,28,Kotlin,9.0,11.0,13.921000000002095,initial
16198,golangltd_lollipopgo,a53e3a1c7e2f15e2e3c623906a34836904eb610d,1592153066,"update 2.8X
",c435eb5b76d34c04169f06891a0d6537b8d45246,39,13230,30,0,13299,"4,9,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,74,-15.0,51,Go,6.0,10.0,15.0,node_modules
16216,nkrode_redislive,8cdc3aa9e4269a3a6911977e01706c573cebcfd5,1339198507,"Inital Commit
",89ee249a54e8130f3fd8a92752eed033189cffa9,220,0,0,0,220,"4,9,8,18,24,12,61,6,63,17",10,222,9.0,5,JavaScript,5.0,9.0,17.0,node_modules
16253,oceanbase_odc,a954ad34d5c934e762784c716877f18100c2ebab,1692295714,"ODC universe, open now (#12)

* ODC universe, open now


---------

Co-authored-by: IL MARE <yh_swjtu@163.com>
Co-authored-by: yh263208 <yh263208@oceanbase.com>
Co-authored-by: 高达 <gaoda.xy@alibaba-inc.com>",b524fe140356deb908b47fdd39c78cab10132856,3593,0,0,0,3593,"18,23,45,45,7,23,61,225,87,79,1059,1420,441,61,0,0,0,0",14,3594,13.0,57,Java,9.0,12.0,15.0,node_modules
16302,charlienss_spring-security-oauth2.0,cbc4be96e69c013f2324bc0501375ae60482025b,1556806975,"Spring-Security-Oauth2.0社交登录Demo
",16586b8e6d45a628349c51551d3676505bf532f0,182,0,0,0,182,"5,10,3,5,10,27,30,18,14,5,22,16,19",13,184,12.0,13,Java,9.0,12.0,15.0,node_modules
16380,margular_frida-skeleton,e967529fc99cf42dfaac582270287059f143aa87,1527338987,"add example Speak Something
",5704bd6adccab86a0589160b299ba513e81064f7,41,0,0,0,41,"3,2,6,7,4,1,0,18,0,3",10,44,9.0,76,Python,4.0,7.0,11.739000000001397,node_modules
16419,grissomlau_jimu,a887b42150f47ca16e264789d1a83e839eeb3d60,1527478672,"init
",81df2ec783f94f5639a23a82fd7d4c9843997a7d,335,0,0,0,335,"2,1,14,41,126,53,16,8,40,29,6,0,0",11,336,10.0,2,C#,6.0,10.0,12.0,initial
16428,fingerprintjs_fingerprintjs-android,302684f9ff061fcb25b5efe5bf108b9202e9c0c5,1605885772,"Merge pull request #3 from fingerprintjs/v1.0

V1.0","c22870bb9085375cea1cc4cbc1493da72997bbaf,87ef0279e35ac531307f14208be8f11521d6d59c",86,0,0,0,86,"8,9,3,2,0,18,0,0,7,24,15,3,0",12,89,11.0,38,Kotlin,9.0,11.0,13.921000000002095,node_modules
16433,masq-project_node,f70262762dd0dcffcda66fe827e6b1ac608ce200,1525981460,"This reverts a3f8de2de922dce36e5e9eb1368d21410fcce8a8 (SC-125) (#60)

",a3f8de2de922dce36e5e9eb1368d21410fcce8a8,13322,29,0,0,13351,"6,51,146,2803,2356,3218,1567,687,2002,642,54,2",12,13534,8.0,21,Rust,3.0,6.0,10.0,node_modules
16434,masq-project_node,32b0ed48a8b05fa526962285b7f08977da8d5052,1525982993,"Revert ""This reverts a3f8de2de922dce36e5e9eb1368d21410fcce8a8 (SC-125) (#60)"" (#62)

This reverts commit f70262762dd0dcffcda66fe827e6b1ac608ce200.",f70262762dd0dcffcda66fe827e6b1ac608ce200,29,13322,0,0,13351,"6,59,164,12,0,0,0,0,0,0,0,0",4,241,-8.0,21,Rust,3.0,6.0,10.0,node_modules
16443,masq-project_node,32a9716980db5a4dc1e2296506102d92fef49e0f,1527026332,"Sc 251 (#74)

* SC-251: First tentative attempts

* SC-251: Don't need etc/network/interfaces anymore

* SC-251: Correctly composes docker run commads

* SC-251: Starting the Scala test

* SC-251: Removed accidentally-added files

* SC-251: Adjustments to project files

* SC-251: Happy-path through start_nodes.sh

* SC-251: Kill already-started containers if starting one fails

* SC-251: Maybe have Scala module working

* SC-251: Startup test passes

* SC-251: Test is down/up/down and passing

* SC-251: Finishing touches

* SC-251: Preemptive review issues

* SC-251: More final touches

* SC-251: Provided for multinode to be run from Jenkins

* SC-251: Build docker image before running tests.

* SC-251: Debugging Jenkins

* SC-251: Trying to make Jenkins and local both work

* SC-251: Wasn't quite done

* SC-251 Did git add . instead of git add ..

* SC-251: Yet more path antics

* SC-251: Refactored code and renamed variables

* SC-251: Instrumentation

* SC-251: Instrumentation

* SC-251: Instrumentation

* SC-251: Adding subjenkins to integration_net network

* SC-251: Jenkins ran green once with this code.

* SC-251: remove some unnecessary .idea files in the multinode_integration_tests. Save setting that sbt will auto import changes to the intellij project.

* SC-251: Removed duplicates from .idea/modules.xml

* hotfix

* hotfix: Should fix Jenkins integration test

* hotfix: Review issues

* hotfix: Modified integration test

* hotfix: remove duped method that should've just been moved

* SC-251: More conditional compilation for Windows

* hotfix: More conditional compilation for Windows
",c2451f1d6bf6720b3d8ad5aed7a8e3ee549b4524,17,0,0,0,17,"6,62,176,17,1,0,0,0,1,1,0,0",10,264,6.0,21,Rust,3.0,6.0,10.0,node_modules
16448,masq-project_node,717d4ec94b54ada5bbdbd53296fcfb4702286e72,1527262740,"Sc 275 (#86)

* SC-275: Beginning port of Scala to Rust

* SC-275: End-of-day commit: Strange wedging behavior

* SC-275: _Real_ end-of-day commit, somewhat less puzzling

* SC-275: Test of stop() is failing for the right reason

* SC-275: remove unused imports

* SC-275: starts_and_stops_substratum_nodes now passing

* SC-275: remove empty struct

* SC-275: separate program from args in Command

* SC-275: refactored substratum_node_cluster

* SC-275: Another failing test for stop_all ()

* SC-275: Seems to be working

* SC-275: Cleaned up module structure

* SC-275: Removed old Scala project: sob

* SC-275: More cleanup of modules

* SC-275: Removed .idea/scala_compiler.xml

* SC-275 Still playing with IntelliJ auto-module stuff

* SC-275: Preemptive review issues
",6d324c0007d2eba94a465dd1481b0372e1305a0e,6,10,0,0,16,"6,60,182,15,0,0,0,0,0,0,0,0",4,263,-6.0,21,Rust,3.0,6.0,10.0,node_modules
16798,lede-project_source,d58a09110ccfa95f06c983fe796806f2e035c9d2,1160222240,"move old kamikaze out of trunk - will put buildroot-ng in there as soon as all the developers are ready

SVN-Revision: 4944
",af034797eeb62b62ac05442d5a688b28ccd0f16b,0,15876,0,0,15876,"0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,3,C_C++,6.0,11.0,13.0,node_modules
16837,proteowizard_pwiz,779d9e851a1f29ab0d9f465b369c80433e78a12d,1257201757,"- recovered from working copy


Former-commit-id: 4a7f2d75de7d96fd304594830473b68973a514f7",0cde9e494e8eb4073ef2b1ea827f206d95a1ab6a,0,1,0,0,1,"11,78,267,2601,1654,637,261,72,18,13,2,0,0,1,13,80,70,4",18,5782,10.0,53,C#,6.0,10.0,12.0,node_modules
16840,proteowizard_pwiz,6bf5291764c2cf837857d1cea97c0f7bcc17d451,1257275758,"Topograph: Add SchemaVersion field to DbWorkspace; schema update code

",a2e0dc6a098c447190097631c44dfc336fe03b12,8,0,0,0,8,"9,53,184,1337,620,153,59,1,0,0,0,0,0,0,0,0,0,0",8,2416,-10.0,53,C#,6.0,10.0,12.0,node_modules
16847,codefollower_openjdk-research,91acc04ccc7d210f912639f9f0f932688bf04ac4,1396442084,"hotspot初始代码
",a244213365a5d58d3feaa5d4b462eb9f870e23d4,2855,0,0,0,2855,"3,4,21,57,592,1578,283,14,0,17,0,13,177,98,1",15,2858,14.0,73,C_C++,6.0,11.0,13.0,node_modules
16868,proteowizard_pwiz,5b5feaf59150bc38e75c79331b315222e47fef16,1259788990,"added spectral quality assessment code for ScanRanker


Former-commit-id: 981308c2f13ddccf4904cab56b1174a69cfb18a0",9bf8ae4fc2b308d894e4c3418a18958e6314d778,1,0,0,0,1,"11,78,267,2628,1952,852,272,72,18,13,2,0,0,1,13,80,70,4",18,6333,10.0,53,C#,6.0,10.0,12.0,node_modules
16871,proteowizard_pwiz,43da7d166d207b090d4cf063d0e8594164a00e80,1259801253,"- copied proteome data model to pwiz/data
- added ProteomeData model for representing protein data (usually sequence databases)
- removed IsotopeCalculator testing from PeptideTest
",2c8daf81bc0a0910f90c5ffdf886f7a60ef69066,24,0,0,0,24,"9,53,186,1354,708,151,59,1,0,0,0,0,0,0,0,0,0,0",8,2521,-10.0,53,C#,6.0,10.0,12.0,node_modules
16874,proteowizard_pwiz,60d4648414d439d747a276fa0c7237e954ed2d7a,1259863082,"- initial import into svn


Former-commit-id: 807cd3baa829fc369ee22f48f86a0aa8cd1b24b1",a0d830e2223e9f9428f8b3320f10eed64450615d,28,0,0,0,28,"11,78,267,2695,2005,947,340,83,29,13,2,0,0,1,13,80,70,4",18,6638,10.0,53,C#,6.0,10.0,12.0,initial
16875,proteowizard_pwiz,cf0664896cfd4dc34d9fcc7b3647b14fff95f314,1259876441,"Fix SeeMS build, and make sure it always builds cleanly on TC.
And added more exclusions to Jamroot.jam for Visual Studio projects.
",f5d62f7209686cc3849bd0bafa90f207d8bbbe5c,1,0,0,0,1,"9,53,187,1328,703,151,59,1,0,0,0,0,0,0,0,0,0,0",8,2491,-10.0,53,C#,6.0,10.0,12.0,node_modules
16877,proteowizard_pwiz,d749761050a7c9c4832f198dd17dadc799cf6799,1260203529,"- add Jam files


Former-commit-id: ebc83500da917ee9798c68e00b8a7e87591a50a4",087d33cf02d281b849852a80606ea43f94178bf8,15,0,0,0,15,"11,78,267,2697,2018,947,340,83,29,13,2,0,0,1,13,80,70,4",18,6653,10.0,53,C#,6.0,10.0,12.0,node_modules
16883,proteowizard_pwiz,bf330b87caee6588e00332d0de0cd9af2fd80d27,1260377945,"- added license agreement for using Thermo's MSFileReader API
",928c268174ece44ffcf58f8b970e25dbc5a2eda0,1,0,0,0,1,"9,53,186,1318,703,151,59,1,0,0,0,0,0,0,0,0,0,0",8,2480,-10.0,53,C#,6.0,10.0,12.0,node_modules
16902,twilio_twilio-video-app-android,51ab1faeecbb0e1b3f80d97c30195d8aa5a00615,1571332106,"Merge pull request #1 from twilio/add_app_to_repo

AHOYAPPS-3: Move Video App from Video SDK Repo","164c71d45329d6f52d8653b9251b15a0993e0328,482c0acba5eb8db85a590860ab6d9f9407762860",310,0,0,0,310,"10,18,10,9,4,177,0,0,19,35,27,2",12,311,11.0,65,Kotlin,9.0,11.0,13.921000000002095,node_modules
16922,proteowizard_pwiz,e4bc31fe6ac06c8a7a32f7d3866cf8abd8090f45,1265320105,Former-commit-id: 8494ea8cc86835f4e229fd166cba01a5a746caf7,f72135fce3cb871d64163068f26cc75ce949218a,1,0,0,0,1,"11,78,267,2674,2022,952,340,83,29,13,2,0,0,1,13,80,70,4",18,6639,10.0,53,C#,6.0,10.0,12.0,node_modules
16923,proteowizard_pwiz,3ab6dbb2fef05bf6f00e5e3dd1d34340fff5735c,1265660260,"Support for result summary statistics in Skyline reports.
",dbb66545b4052f2a54902cf4c7c9660adb94d66e,4,0,0,0,4,"9,53,186,1351,689,206,78,1,0,0,0,0,0,0,0,0,0,0",8,2573,-10.0,53,C#,6.0,10.0,12.0,node_modules
16932,proteowizard_pwiz,6da4b77a4e32cb5a50dc9375dea99dc8a8f5ba2d,1267559741,"Initial export of ""Pepitome"" spectral library search program


Former-commit-id: c7717047f61244cc9e6e4adace8a9fa14ed5f935",04883cc2a98376949802bb5467b2b3d6e25cff12,6,0,0,0,6,"11,78,267,2649,1953,857,272,72,18,13,2,0,0,1,13,80,70,4",18,6360,10.0,53,C#,6.0,10.0,12.0,node_modules
16933,proteowizard_pwiz,07f80e620e2a4ddbf745b5548bbda9e414cdeef3,1267574169,"Checkpoint for Waters method export.
",5fdb7ba8157c0a7824a2c720056b317449ae3333,5,0,2,0,7,"9,56,186,1364,698,208,79,1,0,0,0,0,0,0,0,0,0,0",8,2601,-10.0,53,C#,6.0,10.0,12.0,node_modules
16943,proteowizard_pwiz,7022a3d8068097b9ea1a55e3d0683fbd10c8f394,1269468139,"- deleted transient version header
- added custom tcbuild.bat to work with ScanRanker's file hierarchy


Former-commit-id: 66aa0b1524111a9ce9be6692efef7873d7418af9",36bd39f278df5fd967c7ca8e417076d42e63e261,1,1,0,0,2,"11,78,267,2674,2022,952,340,83,29,13,2,0,0,1,13,80,70,4",18,6639,10.0,53,C#,6.0,10.0,12.0,node_modules
16944,proteowizard_pwiz,d9ca2d810583f44921bcfe26f27b97368109798e,1269626365,"Checkpoint submission of the Skyline Spectral Library Explorer dialog. The entry point for the dialog is the Skyline Settings --> Library tab.
",48cac24fab98221ea86dc8eedd6a2307e17255d0,3,0,0,0,3,"9,56,186,1378,709,209,79,10,0,0,0,0,0,0,0,0,0,0",8,2636,-10.0,53,C#,6.0,10.0,12.0,node_modules
16952,proteowizard_pwiz,656a25e1e3bbc967bfff3fb1f903a66892ab32df,1273508548,"1) Connector to percolator


Former-commit-id: 46ad8e894040715a7f1160e509275b50769453d3",fa5e9350aeaed9cdf245d015297c3ac871960925,1,0,0,0,1,"11,78,267,2643,1952,852,272,72,18,13,2,0,0,1,13,80,70,4",18,6348,10.0,53,C#,6.0,10.0,12.0,node_modules
16953,proteowizard_pwiz,3386ec032eb0062652d99d31291302b75d2365e3,1273620045,"Add intensities grid to TracerChromatogramForm

",775b36c31096d1e428178320229db6d79ee55067,1,0,0,0,1,"9,57,186,1401,712,209,79,10,0,0,0,0,0,0,0,0,0,0",8,2663,-10.0,53,C#,6.0,10.0,12.0,node_modules
16982,proteowizard_pwiz,a91faada365ebaca01672af2a82373db64b39067,1277312156,"- branched working copy to IDPicker 3 development branch


Former-commit-id: 4117feb06d6d0811dedafc1e4394bedeca870cc3",e835bf5657970537dd6c0fcbc29d77b5caee4062,217,0,0,0,217,"11,78,267,2612,1697,755,329,73,18,13,2,0,0,1,13,80,70,4",18,6023,10.0,53,C#,6.0,10.0,12.0,node_modules
16983,proteowizard_pwiz,019fa3f8d52f25812531f11b22703c0632aa91c4,1277318990,"- fixed clean.bat's calls to CleanSkyline.bat and CleanTopograph.bat not present in the subset source tarball
- added tcbuild-subset.bat for testing that the subset source tarball builds on Windows/MSVC (which is currently broken due to missing the vendor API DLL stubs)
",75af65222de38e42ba0a379db2d9a89e2bd2b20c,1,0,0,0,1,"9,57,187,1423,705,221,82,10,0,0,0,0,0,0,0,0,0,0",8,2694,-10.0,53,C#,6.0,10.0,12.0,vendor
16985,proteowizard_pwiz,8e5a6445554a794c01c7d00b660a4267d45aaaf2,1277412232,"- initial commit of IDPicker 3 (alpha stage)


Former-commit-id: 08183a7f2c720eb13cb9f764a5e59d12fec6f9cb",23ad156b471948929f706f70c673761db70f61f0,18,188,12,0,218,"11,78,267,2612,1690,656,266,72,18,13,2,0,0,1,13,80,70,4",18,5853,10.0,53,C#,6.0,10.0,12.0,initial
16988,proteowizard_pwiz,e925ef03e9f0be5244c8be8696f7da62ef185a9b,1277939446,"Added DelimReader to mziddata. Does not create valid mzid.
Removed indexes from mziddata/Read interface
Updated existing Readers to match new Reader interface
Corrected logic error in TextWriter
Corrected header in DelimWriter and added m/z field
Expanded mzidtxt functinoality to include txt to mzid.


",ed6c8880190aa612e6ce56dd7e92817e654c9267,2,0,0,0,2,"9,57,187,1425,705,221,79,10,0,0,0,0,0,0,0,0,0,0",8,2693,-10.0,53,C#,6.0,10.0,12.0,node_modules
16990,proteowizard_pwiz,6066e5a46cd6d1d3c23998e100f90b329f9bb243,1278111729,"- added Qonverter class written in C++ with CLI bindings; initial implementation only has StaticWeightQonverter


Former-commit-id: c0ea357e15347b79a1a81ef12eacef6b4d8fcbe9",9c4422655164be8ba994b371674e2bd0ddc7a9da,5,0,0,0,5,"11,78,267,2613,1695,656,266,72,18,13,2,0,0,1,13,80,70,4",18,5859,10.0,53,C#,6.0,10.0,12.0,initial
16993,proteowizard_pwiz,e6c351c9c03b960763d038aff501a6d103cc7164,1279057670,"Added a new build target, libraries, to copy all libraries and headers to <prefix>/lib and <prefix>/include.
Included a new tutorial page and example makefile for using this feature.  Code reviewed by M. Chambers.
",12c57b7f5425fd17b855a9350719438fd6af1ac6,2,0,0,0,2,"9,57,188,1427,705,221,79,10,0,0,0,0,0,0,0,0,0,0",8,2696,-10.0,53,C#,6.0,10.0,12.0,node_modules
16999,proteowizard_pwiz,2e02e3c06cac8f44081df1630b744ca762622671,1279392582,"- updated freicore external
- fixed lookup of digestion metadata
- added Exporter.WriteSpectra() for exporting each source's embedded mzML to any pwiz-supported format
- added mod formulas and score name/value pairs when exporting to or parsing idpXML
- fixed idpXML export to separate PSMs by charge
- added rank 2+ PSMs to idpXML export
- added TestImportExportIdpXml that repeats all TestModel tests after round-tripping the data with Exporter and Parser
- refined TestModel tests to look up objects by business key and to not depend on the default ordering of associations
- converted use of NHibernate.Criterion.QueryOver to NHibernate.Linq.Query
- added App.config and Test.config to set NHibernate logging levels (minor speed boost)
- updated NHibernate binaries and added Remotion.Data.Linq.dll needed for NHibernate.Linq


Former-commit-id: d0601f8b73c30aa48ebef5eebc37aeecc3324c96",2136ba55c1de8321eac381b0edb6eec776393db9,2,0,0,0,2,"11,78,267,2616,1701,657,266,72,18,13,2,0,0,1,13,80,70,4",18,5869,10.0,53,C#,6.0,10.0,12.0,node_modules
16999,tapdata_tapdata,cbae02ae32d771e6d62b06c3f04ba13df28fea6d,1656592783,"init: init project
",16e9b6b8eba37856f3ddcde53061ad129970698d,2562,2,0,0,2564,"4,27,70,116,0,39,68,17,468,375,1040,210,75,46,9,0,0",15,2564,13.0,56,Java,9.0,12.0,15.0,initial
17001,proteowizard_pwiz,2798238ca2913182683cd8f5dbbe039bad169933,1279588008,"Skyline: Checkpoint for document copy/paste and Method Refinement Tutorial test.
",a5cad6034874f469771edac185f63b4ce5c11155,1,0,0,0,1,"9,57,188,1433,709,221,79,10,0,0,0,0,0,0,0,0,0,0",8,2706,-10.0,53,C#,6.0,10.0,12.0,node_modules
17012,proteowizard_pwiz,8a539ffc41fc6d745eeced08bbd44ec4fbaefb14,1280847475,Former-commit-id: ed56baef86508f13233e710bc869f380210bda04,33b040d388b1794d157d6d3628158c9ee02a1f15,60,0,0,0,60,"11,78,267,2669,2001,882,296,73,18,13,2,0,0,1,13,80,70,4",18,6478,10.0,53,C#,6.0,10.0,12.0,node_modules
17013,proteowizard_pwiz,94ec4742534084fee4cdc643e324565f8d810d44,1280868135,"Skyline: Detect neutral loss product ions importing transition lists
",5bb926684804a20dd77e32948692846497af261c,1,0,0,0,1,"9,57,190,1450,712,235,79,10,0,0,0,0,0,0,0,0,0,0",8,2742,-10.0,53,C#,6.0,10.0,12.0,node_modules
17017,proteowizard_pwiz,dd9f86adba50820a688ffd09a75124ec65862e93,1281712110," - Deleted unnecessary files


Former-commit-id: 3399625f77ecfd66fd01bdf2f37756d3fb1adb7e",fb3eb2a3b39c6364ec19d01851a8b8290d76a22a,0,28,0,0,28,"11,78,267,2669,2000,880,272,72,18,13,2,0,0,1,13,80,70,4",18,6450,10.0,53,C#,6.0,10.0,12.0,node_modules
17020,proteowizard_pwiz,28a3c6ceb40c162a37f8f87f9cfc32e65244fd2d,1281984650,"Skyline: Match peptides in Library Explorer to document settings. Add library peptides to document. Checkpoint for Method Refinement Tutorial test.
",693e7a3ee8d89b348dbc48d2f64612fbed1738b4,3,0,0,0,3,"9,59,191,1459,718,235,79,10,0,0,0,0,0,0,0,0,0,0",8,2760,-10.0,53,C#,6.0,10.0,12.0,node_modules
17024,proteowizard_pwiz,0a054b30f6346c735242092d08fac8561dbfb1bc,1282318053," - Added to SVN


Former-commit-id: 13663c971f25d23aef8e366264fb185dd58a9768",9448b7cd24d0e573280e1946814c594cec3e0e3a,3,0,0,0,3,"11,78,267,2669,2001,880,272,72,18,13,2,0,0,1,13,80,70,4",18,6451,10.0,53,C#,6.0,10.0,12.0,node_modules
17025,proteowizard_pwiz,bba8a11f01805c565601d91e979fdc4ecddceb4e,1282326404,"Skyline: CustomReportsTutorialTest. Checkpoint for CEOptimizationTutorialTest.
",09372334bbf9bf5c744bb6dc393bbb6e23cefa2c,1,0,0,0,1,"9,59,191,1467,720,235,79,10,0,0,0,0,0,0,0,0,0,0",8,2770,-10.0,53,C#,6.0,10.0,12.0,node_modules
17026,proteowizard_pwiz,54f799152cb3f8441de325bd4c30e3ba0a9c9562,1282327351," - Added to SVN


Former-commit-id: bb050a88f7890727a43e3e38d1131f98e921d440",0a054b30f6346c735242092d08fac8561dbfb1bc,1,0,0,0,1,"11,78,267,2669,2001,881,272,72,18,13,2,0,0,1,13,80,70,4",18,6452,10.0,53,C#,6.0,10.0,12.0,node_modules
17028,proteowizard_pwiz,f4ed02c6498b71c2e2f31bdf1c82e8221afffe0b,1284157013,"Peak Filters MS2Deisotoper and MS2NoiseFilter (moving window filter)
",4b90266ede2cd8c544f9ee9c725aa5e723e00202,4,0,0,0,4,"9,59,191,1471,720,235,79,10,0,0,0,0,0,0,0,0,0,0",8,2774,-10.0,53,C#,6.0,10.0,12.0,node_modules
17031,proteowizard_pwiz,97b86a8f6ca0d0cdc143c9728a9a311a557a5f16,1284581383,"- updated SQLite to 3.7.2 and replaced public System.Data.SQLite.dll with a custom one providing access to the SQLite Backup API
- added System.Data.SQLite.lib, the import library which enables native code to use System.Data.SQLite.dll (which is necessary for sharing a database connection between managed/unmanaged code since the DLL uses static data)
- added terminal specificity segregation to StaticWeightQonverter
- added Qonverter option for logging detailed qonversion info to the database
- updated freicore external
- copied App.config from trunk and removed log4net section since NHibernate 3 doesn't use it
- added LogForm to which Console streams can be redirected (e.g. to allow real-time display of NHibernate SQL logging)
- refactored SQL table names to match the class names (i.e. made them singular instead of plural)
- moved Protein.Sequence and Description to separate database tables to decrease database page faults and eliminate data redundancy between FilteredProtein and UnfilteredProtein tables
- moved PeptideSpectrumMatch score names to a separate table for more efficient storage and merging while still allowing NHibernate to access the scores with a IDictionary<string, double>
- changed PeptideModification.Offset to a zero-based offset
- fixed PeptideSpectrumMatch.SequenceAndMassDistinctKey to include modification positions instead of just total mass
- refactored Parser:
  * search for databases and source files to import during initialization
  * determine correct source name(s) during initialization instead of basing it on filename
  * parse each input file into a separate idpDB without looking up correct peptide instances
  * run a preliminary Qonvert on each idpDB (will be inaccurate due to not having correct terminal specificities)
  * create an Aho-Corasick for each idpDB to find the peptide instances, then look them up with pwiz.proteome to determine correct terminal specificities
  * use native SpectrumList_FilterPredicate_IndexSet for faster creation of subset mzMLs
- refactored BulkInserter to be more memory efficient
- added Merger to merge two or more idpDB files together
- replaced Exporter's ability to embed protein sequences in idpXML with a WriteProteins function to write the proteins used in the exported idpDB
- fixed thread safety issues in SessionFactoryFactory, and added idpDB validation and create/drop indexes methods
- added settings for persisting default and last used spectrum source, database, and file open directories
- made applyBasicFilter() asynchronous and show a progress bar
- made double-click filter clear all views but the filtered one before applying the filter
- made all Views' SetData methods asynchronous


Former-commit-id: 88fb45ea823cc897af67038845e94f4d178acdae",3cb65ff178fe6263770a2d4ab900dfd293795189,6,0,0,0,6,"11,78,267,2616,1709,657,266,72,18,13,2,0,0,1,13,80,70,4",18,5877,10.0,53,C#,6.0,10.0,12.0,initial
17032,proteowizard_pwiz,824aef261830ef4e625a08b55270337b7f520154,1284597226,"Skyline: Find node.
",22faf0e72dc3735dda55e00e7fccc753d26d24e7,1,0,0,3,4,"9,59,191,1481,721,235,79,10,0,0,0,0,0,0,0,0,0,0",8,2785,-10.0,53,C#,6.0,10.0,12.0,node_modules
17033,proteowizard_pwiz,c3c68f33c18ff96eccf678439cb9c8de908e1348,1284757133,"- Uploaded resource files


Former-commit-id: a155daa9eb15c5ad409c587a0973633b47ef8d11",20f7a7d8bbd3fb87005439f6505632eebc18ae47,6,0,0,0,6,"11,78,267,2616,1715,657,266,72,18,13,2,0,0,1,13,80,70,4",18,5883,10.0,53,C#,6.0,10.0,12.0,node_modules
17035,proteowizard_pwiz,f847999e2b0684f2371c2bf216ee04b414f59aca,1285009980,"Skyline: Resharper 5 project file added
",aa7be6c21fd0a6155222774131171ea0e45eb47f,1,0,0,0,1,"9,59,192,1481,721,235,79,10,0,0,0,0,0,0,0,0,0,0",8,2786,-10.0,53,C#,6.0,10.0,12.0,node_modules
17036,proteowizard_pwiz,d76aacb742c8b2c7372b95b9c0be8dc9345cead7,1285017555,"- changed Protein.Cluster and Protein.Length from long to int
- added license header and svn:keyword properties to GroupingControlForm
- added SequenceCoverageForm for visualizing protein sequence coverage


Former-commit-id: c353dff488b6bd1fde03b87f29062c87f927de22",c0b317f91ceb7c054ed7374be2a6c51da55c4a8b,2,0,0,0,2,"11,78,267,2616,1720,657,266,72,18,13,2,0,0,1,13,80,70,4",18,5888,10.0,53,C#,6.0,10.0,12.0,node_modules
17037,proteowizard_pwiz,13d886480b8f7ce6442a48d445ea4fcae8e0f7f3,1285183490,"- updated convention for licensing and locating vendor readers and APIs: vendor readers are Apache licensed and are always available (at the very least, they can identify the vendor files/directories), whereas vendor APIs are usually differently licensed and can be excluded from the build and/or subset source tarball
- moved Agilent and Thermo vendor APIs to pwiz_aux/msrc
- moved ABI, Bruker, and Waters vendor readers to pwiz/data/vendor_readers
",c469f519c5552d6e9c9b2d71b48ecd8c2c488334,0,4,78,0,82,"9,59,191,1479,729,227,78,10,0,0,0,0,0,0,0,0,0,0",8,2782,-10.0,53,C#,6.0,10.0,12.0,vendor
17040,proteowizard_pwiz,eb0fb9a0d303efb9ed8a62561d3275ac017cd383,1285271588,"- Added ability to export views to the clipboard, to a new file, or to a new instance of an Excel worksheet
- Selecting multiple rows now enables sub-group exporting
- Improved code formating


Former-commit-id: becbaf81ef567eed5cdabfae02ac8861e173d9ba",d76aacb742c8b2c7372b95b9c0be8dc9345cead7,1,0,0,0,1,"11,78,267,2616,1721,657,266,72,18,13,2,0,0,1,13,80,70,4",18,5889,10.0,53,C#,6.0,10.0,12.0,node_modules
17042,scrapinghub_portia,2afb000184b8a73d3928b60b29f0606b477274b1,1395415978,"Merging as2 into portia.
","6d3ca0e1b71b149fd0b9303a7e5cc43ecb5ed0ae,14ed0bf5631de6c3ca1c6ac24d59625d3376ef02",128,0,0,0,128,"0,5,22,24,68,0,3,6,0,0,0",8,128,8.0,76,Python,4.0,7.0,11.739000000001397,node_modules
