repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,repo_id,bucket,max_file_depth_diff,95%
runner365_android_rtmppush_sdk,1f68878a3dff82d71167008b7bdc7fcf83d2ddba,1470112847,"生成代码
",,1090,0,0,0,1090,"9,15,7,10,8,100,13,339,129,315,5,54,8,36,14,1,27",17,1090,runner365_android_rtmppush_sdk,19,17.0,15.0
spokestack_spokestack-ios,e785fbf304999cae3c69c9d1db95be057b187ff9,1539893445,"Merge pull request #2 from pylon/development

merge dev into master","520ee985304e37c7fba0840d619a7ea9ed725507,5a643e0ccfd3a19bdb657f6af81eb925c942a486",610,0,0,0,610,"5,0,25,5,22,211,44,183,66,42,6,2,0,0,1,0,2",17,614,spokestack_spokestack-ios,53,16.0,9.0
twtstudio_wepeiyang-android,ccca6b72b880aac2d5ded6cfe7cc6cf830069aab,1447602479,"rename package name
",c641dc599cdf1c43ce42bc3e4befad647d3e4414,231,0,0,0,231,"1,7,11,4,1,0,114,0,3,28,20,36,7,0,0",13,232,twtstudio_wepeiyang-android,70,12.0,13.0
alexander-torosh_yona-cms,4ac171484d7f12c4e10bf98f85e49fb02a276b94,1435829830,"v0.3 release
",9292b38cd896a870197594eb8cc58c27159f6853,18348,4,11,0,18363,"6,9,25,136,600,575,1071,651,2548,2375,3394,2421,2450,585,1405,427,520,106,107,19,9",21,19439,alexander-torosh_yona-cms,47,12.0,11.0
fluxcd_flagger,c32cc95235bce220500939ec2d8cb37aed60f9a2,1537546897,"vendor k8s and istio (knative/pkg)
",c1ef44a9b9433dfd44c01d399ea798bba5cd419b,2001,0,0,0,2001,"5,0,0,65,266,771,413,310,89,24,42,19,0,0,0,0,0",12,2004,fluxcd_flagger,49,11.0,12.0
google_mediapipe,d68f5e416903e3d756ebe07d08c4a3b911741a91,1560726417,"Project import generated by Copybara.

PiperOrigin-RevId: 253489161
",,844,0,0,0,844,"10,11,222,411,61,7,46,33,0,1,18,0,24,0,0",13,844,google_mediapipe,30,13.0,12.0
hedviginsurance_android,4441ff6333d87289f2b8be5e67aa223aff7e922a,1564493721,"Move out of the old app-repository. Finally, freedom!
",,511,0,0,0,511,"7,3,2,5,0,290,0,9,29,110,34,21,1,0,0,0",13,511,hedviginsurance_android,68,13.0,13.0
openshift_ansible-service-broker,2fd0bf0a381ce10db82901c9c7344849fcafaf28,1497468869,"Change rpms to build using vendor dependencies (#179)

",1e041533699fdd52b07279302f754974051f4c72,17678,0,0,0,17678,"9,39,55,77,1130,4174,5091,3272,1244,688,1017,790,164,12,13,6,0,0",16,17781,openshift_ansible-service-broker,38,13.0,12.0
percona_percona-xtradb-cluster-operator,31a80d6b99eab82b4a61a330d5e0413239dd79d4,1540405962,"Created operator-sdk project

All code is autogenerated by `operator-sdk new`",3803f3c91980e14731ab6b61e364fe405bc1e186,1872,0,0,0,1872,"4,5,7,41,367,810,241,278,66,12,24,18,0,0,0,0",12,1873,percona_percona-xtradb-cluster-operator,23,11.0,12.0
saviorxtanren_mixer-mixitup,c4aaabed184d33c3a53934ce22aee636dce673ac,1507062350,"- Changing Overlay Server over to use Node.JS for faster responses and cleaner design
",6edd38410d92f4723550e4f6ee9361f137839704,4389,1,0,0,4390,"5,18,51,63,0,23,93,1416,553,414,154,330,73,370,62,97,108,298,284,102",20,4514,saviorxtanren_mixer-mixitup,70,16.0,10.0
sofastack_sofa-jraft,373c087824cba920cc87c67592c3bb7ec1d866f1,1551698276,"Initial commit
",,719,0,0,0,719,"6,9,8,0,11,2,13,7,17,148,85,232,152,21,8",15,719,sofastack_sofa-jraft,51,15.0,15.0
vksdk_vk-sdk-kotlin,aaa7b74b9c0514a68ff486c9ee267e16bf336b5a,1587389770,"Initial commit: 0.0.1-SNAPSHOT
",,1408,0,0,0,1408,"7,8,13,36,173,87,115,309,182,68,14,120,144,2,130",15,1408,vksdk_vk-sdk-kotlin,31,15.0,13.0
weizhiqiang1995_skyeye,2c4c58fd931b9c11e71658d991738d350faf7284,1530526488,"初始化
",808fb34c33f7c5edc29b6600fe20948a103025e7,606,0,0,0,606,"3,21,29,0,3,14,40,8,85,95,12,35,91,171,0,0,0",14,607,weizhiqiang1995_skyeye,34,13.0,10.0
wordpress-mobile_wordpress-fluxc-android,78b37f9856bd3b2ed7a30f420885c22afab13cd0,1451491774,":star: First commit :star:
",,89,0,0,0,89,"8,6,2,5,0,9,0,0,4,37,7,4,7,0,0,0,0",13,89,wordpress-mobile_wordpress-fluxc-android,24,13.0,13.0
codeartx_awesome-security,16dffabace96a896c33667cadf961cc9094844b2,1658148965,"v0.5
",,1406,0,0,0,1406,"2,8,0,3,91,244,239,131,33,119,7,41,54,1,48,57,8,53,111,155,1",21,1406,codeartx_awesome-security,19,21.0,11.0
ossrs_go-oryx,ad24a6c731fbb349f220d81ed108ccc17f2856bf,1516621813,"Use dep to manage libs
",c5e46be783c1ad3bdfafcd50736c33f59d4cc2ba,144,0,0,0,144,"9,27,1,0,7,80,31,11,0,1,0,11,0,0,0,1",16,179,ossrs_go-oryx,70,13.0,12.0
981011512_--,96d8049930c107f05f555f2559040b769419973c,1700624530,"开放所有核心源代码
",,2241,0,0,0,2241,"13,1,9,39,20,1,51,39,5,36,241,501,478,720,71,5,11",17,2241,981011512_--,62,17.0,15.0
alibaba_f2etest,453cc03743f93625cf0f7387f949de5c4921eb92,1441161052,"首次开源提交代码
",,892,0,0,0,892,"2,22,93,44,95,110,55,121,56,59,48,59,56,60,12",15,892,alibaba_f2etest,26,15.0,10.0
continuouspipe_continuouspipe,f3b59423713996fb142335bd3e033d13dc7e22a1,1495114210,"Merge pull request #7 from continuouspipe/glide-fixes

Glide fixes","21b9bf19fc31d558e6e37e40daeaf2c5a0676734,cd5b69784c93f6d772b35e3e36a7c1855b4bd803",19605,0,0,0,19605,"1,7,9,1,95,879,3545,3719,3683,2412,1982,1357,1208,624,95,5,1",17,19623,continuouspipe_continuouspipe,30,13.0,11.0
didi_aoe,3c69669f7a3ddfb29f1c8b89e63a8d65f8782e3f,1564474460,"Init the project
",,329,0,0,0,329,"6,26,5,25,53,41,39,5,39,4,18,3,30,22,11,2",16,329,didi_aoe,54,16.0,12.0
ice-house-engineering_academy-curriculum,1ec3d39f769314a92a4393e31256557aadfaba0d,1590725155,"Move to new branch, remove commit history
",,9536,0,0,0,9536,"4,0,30,789,16,1010,1787,1113,472,93,3308,32,683,74,11,89,23,2",18,9536,ice-house-engineering_academy-curriculum,8,18.0,13.0
infernojs_inferno,61910e53302f794ea5c9192394f80e3d1785bcd3,1424999375,"added the new DSL
",7a6f323b77ecd77eed94036365930bfd681b4942,7095,0,0,0,7095,"24,7,19,121,487,738,1113,780,1055,765,710,488,395,208,156,60",16,7126,infernojs_inferno,21,14.0,10.0
kubermatic_kubermatic,6575245449dae4aaa4656c22fb6eb758a3cee305,1454514359,"Merge pull request #13 from kubermatic/sur-k8s-vendor

Vendor Kubernetes","37a62b673dfb847ae23690427f71ea864bb3864a,a7b98f47ed80dda59cec65b4e2969af80ef77fa2",5411,0,0,0,5411,"5,9,4,29,225,1307,1229,688,181,613,702,334,87,355,181,174,27,10,1,3,6,1",22,6171,kubermatic_kubermatic,50,11.0,12.0
nadangergeo_rwd-table-patterns,8a23cd4e828336ea35e608535bb9f1c89eae7f3a,1397019908,"Restructured project and made a grunt file.
",258080ca9975cada2c58608797602a0a8028181e,3401,4,15,0,3420,"5,1,41,10,208,214,581,473,467,331,388,215,215,92,31,14,19,32,2,0,80",21,3419,nadangergeo_rwd-table-patterns,16,18.0,10.0
schemahero_schemahero,11b421932a60859c8b4bf1d41a5a61a5425c9a31,1556403398,"First commit of schemahero
",,8072,0,0,0,8072,"7,1,38,255,1058,2578,1864,1154,669,198,117,91,5,5,5,3,10,14",18,8072,schemahero_schemahero,19,18.0,12.0
tsantalis_refactoringminer,5678ff644f43719d81bb8151b17fc9fe4db55eac,1694914298,"Refactoring oracle test with local files (no more cloned repositories)
",203573314a0db9dc3ca7cb24510a029117bce5a7,13163,0,0,0,13163,"9,0,3,119,582,79,1404,24,27,202,713,796,1650,2717,2994,1737,1120,544,94,11,11,0",21,14836,tsantalis_refactoringminer,17,13.0,15.0
1095071913_maozi-cloud-parent,d696bbcb4b3628fd8dd2c6db53357eebd809c2f1,1634610274,"彭晋龙

refactoring
",294c4bcc0ec9afaa973e77397050998385d7e499,163,0,0,0,163,"3,3,4,39,24,4,1,0,2,12,36,19,11,1,4,0",15,163,1095071913_maozi-cloud-parent,16,15.0,15.0
azure_application-gateway-kubernetes-ingress,b42658596bf76ea3fb40dd767936794039547165,1537826243,"Added all the vendored files.
",6e8f8382a9a336d5d6242b2e0b70f90df10cfc4e,9589,0,0,0,9589,"8,13,24,62,456,1943,1401,789,743,3061,1113,29,0,0,0,1,3",17,9646,azure_application-gateway-kubernetes-ingress,66,13.0,12.0
banzaicloud_pipeline,3b758cf03b033fad8398bf54ee7ea4eb5884254e,1509724562,"dep update changes
",,23953,0,0,0,23953,"9,23,8,161,1997,5603,7211,4005,2102,770,1052,813,168,12,13,6",16,23953,banzaicloud_pipeline,35,16.0,12.0
bendingspoons_katana-swift,730bfb92fd731a41125aeab54ea4b038b6b3d627,1631025149,"docs: remove obsolete documentation
",5b5c92347e370d8f23090585d492944f15365fe5,0,13582,0,0,13582,"17,18,25,35,2,1,1,8,34,2,0,0,0,0,0,0,0,0,0,0,0,0",10,143,bendingspoons_katana-swift,19,-12.0,9.0
cloudera_hue,ae333e405bb24459a3006f0fc40f5d801e54eb12,1277703655,"hue (formerly Cloudera Desktop) from internal commit 4694ac0434dad85170854c5378a389585d87f679
",,9341,0,0,0,9341,"13,14,101,70,488,2448,2670,2063,661,562,209,39,3,0,0,0,0",13,9341,cloudera_hue,70,13.0,10.0
elonpark_ribsreactorkit,be459e282087fd896168edc5768710cb4e6567e8,1587822397,"Merge pull request #1 from ElonPark/feature/create-project

Create project","540d27e561f9f5f1d47cc8c39a3f87c971a6acc2,9f9b9c3df6e07b0deab366bbdb6603a11d339078",7917,0,0,0,7917,"3,3,9,6,273,486,1679,857,747,760,424,497,563,391,259,486,247,63,145,9,9,4",22,7920,elonpark_ribsreactorkit,48,21.0,9.0
kunstmaan_kunstmaanbundlescms,968e88dad490b2142c8c87e31542e84ff92a4318,1326383953,"first commit
",,808,0,0,0,808,"0,0,0,2,35,10,36,55,106,170,270,116,8,0,0",13,808,kunstmaan_kunstmaanbundlescms,11,13.0,11.0
mumoshu_aws-secret-operator,45319ece62da1143797b405a0df317ebf2dbb8de,1543606580,"INITIAL COMMIT
",,4947,0,0,0,4947,"3,6,3,70,582,1723,1273,650,438,67,61,66,0,0,2,3",16,4947,mumoshu_aws-secret-operator,70,16.0,12.0
nwjs_nw.js,5ef29d52a61621d64aa3667da9f9663da5408895,1445490766,"[test] remote/tar
",4b6b5a5a3f36917eb45e29601647d149fa7bcadb,188,0,0,0,188,"7,91,247,579,215,43,27,17,28,19,18,11,9,18,1,13,2,12,3",19,1360,nwjs_nw.js,32,13.0,10.0
o2oa_o2oa,93075dcdddad9a2b800311b35d30f39ca886404b,1487050541,"first commit
",,19206,0,0,0,19206,"0,128,1011,908,718,3736,3209,1816,1966,2720,1733,1249,12,0,0,0,0",13,19206,o2oa_o2oa,29,13.0,10.0
o2oa_o2oa,2b1658159492dea456b668c1f22362d822218f72,1535992037,"增加新版本
",0409c56dd30d3e97a5b200aa036f4405a5aa547a,21342,0,0,0,21342,"3,5,229,1064,1062,1804,5907,3868,2220,1599,2704,857,24,0,0,0,0",13,21346,o2oa_o2oa,29,11.0,10.0
ocnyang_qbox,8ebfa2974e3d4ffa208d2948f8a29d1649d14d6c,1502243297,"源码开放

源码开放
",907d08b16552535cac9ee468b890d3b2f2658f9f,3214,0,0,0,3214,"9,12,19,2,7,767,4,1426,561,117,130,70,45,24,24",15,3217,ocnyang_qbox,2,13.0,15.0
pentaho_pentaho-reporting,c29209fd98fd290847f27d3a2e547b37c90b0b02,1357755611,"Initial check-in of reporting into Git repository
",0edd18696f9faf52bcf0e7fc080936fdc2fcaf12,11507,0,0,0,11507,"2,6,601,421,2266,126,53,72,472,1334,2228,1617,1239,749,303,18,0,0",16,11507,pentaho_pentaho-reporting,18,16.0,15.0
afalabarce_mvvm-multiplatform-layered-template,eff711c4323f74d6db5a0db63bc3d9b7fce23cc5,1701894656,"Initial Commit
",,52,0,0,0,52,"7,3,9,3,9,4,0,0,2,0,0,8,7,0,0,0,0",13,52,afalabarce_mvvm-multiplatform-layered-template,64,13.0,13.0
apache_nifi,4d998c12c95a6e5ce3d66c0d861e75e33b5cf013,1418070134,"Initial code contribution
",,2352,0,0,0,2352,"5,4,40,37,29,21,59,152,215,353,143,465,261,421,128,16,3,0,0",17,2352,apache_nifi,28,17.0,15.0
eclipse-archived_smarthome,108712ea468ed465fdad086718d2f39d9e69751e,1389365608,"initial contribution - CQ 7807
",7282a5f7213a7802757b9e358ac00ca6e98ad1a6,872,0,0,0,872,"3,11,44,201,275,0,13,2,9,23,50,102,83,51,7,0,0,0",15,874,eclipse-archived_smarthome,66,14.0,15.0
federatedai_fate,564226e646d9862889f6df0fb069376cc082f812,1565859588,"FATE Start
",,2045,0,0,0,2045,"11,26,303,419,345,118,154,130,36,0,45,103,77,89,71,61,37,19,1",19,2045,federatedai_fate,11,19.0,9.0
h-mdm_hmdm-server,2a3da7ff3ce798ef454737d6ab79ca25b3de5e0e,1565360712,"Initial
",6e708b22596be45bf3ade5141a1e4d1d78d38aaa,284,0,0,0,284,"7,7,19,2,3,14,4,46,110,39,7,8,8,2,9",15,285,h-mdm_hmdm-server,34,14.0,15.0
inveritasoft_mobile_frameworks_ui-benchmarks,023e08bdc6ecd459024f332b6f0db2c097a0b22e,1592819616,"first commit
",,15683,0,0,0,15683,"0,0,36,68,2038,1805,2908,2806,2388,885,306,709,1274,393,41,7,19",17,15683,inveritasoft_mobile_frameworks_ui-benchmarks,30,17.0,9.0
kubernetes-sigs_cluster-capacity,e8c3102cf22d1bb1c6fa8ed902357310e274d74c,1475754795,"Merge with upstream
","413aa8fb2e7413664bc03db8017f02464a0820a3,2418fb7b33fe9a952ec015a6bc9d51c531a31707",16077,0,1,0,16078,"3,2,3,48,883,2914,3141,2799,2523,1208,829,675,509,502,50,1,0,0,0,0",16,16090,kubernetes-sigs_cluster-capacity,32,11.0,12.0
mas-cli_mas,49a17840eecbd9766ded52d44284f1162e905edf,1538442813,"Merge pull request #169 from tonyarnold/carthage

Use Carthage rather than CocoaPods to manage dependencies","ffe4c1a5970b5e695b36e284daff2a3c3053c441,e7b4b48b06eb228073f9aeb2e031ed6c9235877a",1189,2,3,0,1194,"16,24,19,84,28,152,205,87,276,169,54,138,9,9,4",15,1274,mas-cli_mas,28,11.0,9.0
opengovfoundation_madison,f5d7a7e4bc61e6e879521632d9288203cee740b1,1384467947,"begin upgrade to Laravel 4
",260c469d92f6722f0dcd9a085698f73f57805554,3863,0,0,0,3863,"7,10,40,168,115,119,1053,1143,860,281,61,5,1,0,0,0,0,0,0,0,0,0",13,3863,opengovfoundation_madison,51,13.0,11.0
opengovfoundation_madison,083e3696e10409dbe9fb53730b4c8476f1425aa1,1398890607,"add bower and node directories
",671b49b2db2080e8be5b93ea496a62055d397317,11851,0,0,0,11851,"17,13,341,606,1150,866,1621,1217,1814,867,1310,598,594,337,481,229,74,27,47,5,0,1",22,12215,opengovfoundation_madison,51,14.0,11.0
redpitaya_redpitaya,34b0d902377a546281916907b477c3fcb4dc37e2,1418827126,"Initial full import of HitHub/RedPitaya public repo (master branch, revision 41ba327880b987148a377a009cceaed7b9540278).
",,3923,0,0,0,3923,"6,5,100,593,1567,626,248,20,69,109,117,28,416,19,0",14,3923,redpitaya_redpitaya,45,14.0,12.0
shaka-project_shaka-packager,0f24c7f9ac0002f0c7eb789bb1241167101d6898,1379986634,"Start with media/mp4, media/webm and base codes from Chromium.
",1205b85f3edb18aef958624553a5b45e6f74c346,3375,1,0,0,3376,"0,362,1502,880,387,155,37,33,0,3,13,3,0,0,0",12,3375,shaka-project_shaka-packager,31,11.0,12.0
simondankelmann_submarine,0523297e5ddf166a4933b8d91281907fab0c0b43,1667750905,"First Approch
",e864665f2a1f68d9f21c7c9b5e5253dfc37acd76,69,0,0,0,69,"1,0,7,9,2,1,0,38,0,0,3,3,6,0,0",13,70,simondankelmann_submarine,24,12.0,13.0
swagger-api_swagger-editor,dbfe506e21ad9d4bce7a712259ae5c29101c2663,1399665803,"adding in the node_modules and bower_components, since we had to add yaml highlighting rules for ace and you have to dowload those anyway.
",bfa5a7564509adee7cbfae52c19c5f00380ddc05,13568,0,0,0,13568,"13,9,213,209,1421,1325,1417,1398,1206,1730,1780,372,661,418,739,319,304,96,32,0,0",19,13662,swagger-api_swagger-editor,3,13.0,10.0
aimeos_aimeos-core,ae2550432659222d9bc9000d7327931f87766b4e,1352107476,"initial commit
",640f3c3242442ed7b05da80bc1a4231f0a206749,3357,0,0,0,3357,"8,1,15,160,380,267,424,534,1029,89,111,8,1,37,9,285",16,3358,aimeos_aimeos-core,46,15.0,11.0
box_mojito,4babfee270f081f4c8fec8f9277db8a88a6bbdb2,1471568328,"first commit
",,961,0,0,0,961,"6,10,0,0,9,16,23,24,66,118,261,152,1,26,190,48,11",17,961,box_mojito,49,17.0,15.0
contiv_netplugin,29194b922ad75bfe72128502de3eeb883e9915e4,1445397457,"Merge pull request #163 from contiv/demo3

godep import webui into netplugin","654c35cb5f2f69d04b4a9aaa6186aa82f7aafb5c,13e0fcb220e7249caaca16311d0761f220e37245",810,0,0,0,810,"7,82,53,1,0,0,323,426,305,55,35,149,112,45,33,38,74,188,47,47,19,8",22,2047,contiv_netplugin,57,11.0,12.0
daydreamdev_meetingfilm,6153e4077e006ea0df23edaf612b5550907cffba,1555769217,"update
",e171c59b54330066ffadb37de30b8354680ff956,826,0,0,0,826,"3,19,91,3,0,13,4,42,27,152,127,178,165,94,4",15,922,daydreamdev_meetingfilm,19,12.0,15.0
dhis2_dhis2-core,29c829d80835eee905090137747915b7b5b60b95,1472561909,"Initial commit from rev 23767.

For historical revisions, see the DHIS2 History branch.
",,5459,0,0,0,5459,"0,11,4,30,4,1,98,527,746,877,846,1137,523,269,382,4",16,5459,dhis2_dhis2-core,5,16.0,15.0
expressionengine_expressionengine,6029ffdef522146923ed63f92b4ff8b6a1ec00f7,1259856089,"moving to docs for build release
",,4007,0,0,0,4007,"2,8,188,365,2594,169,100,89,139,0,1,21,144,73,89,25",16,4007,expressionengine_expressionengine,69,16.0,11.0
fuce1314_springboot_v2,b106beda4bef26b379d68c1c5895ea25f0c23083,1528905416,"first commit
",,477,0,0,0,477,"1,5,0,0,5,2,14,136,64,141,88,16,5,0,0,0,0",13,477,fuce1314_springboot_v2,26,13.0,10.0
fuce1314_springboot_v2,9a97a1853c27b436333a238906162bbcb61027a9,1659517625,"解决302
",9c2b8fab724cea6970ca930677780a68a300539d,1030,0,0,0,1030,"7,2,0,6,8,68,170,228,300,85,25,94,44,2,0,0,0",14,1039,fuce1314_springboot_v2,26,12.0,10.0
fuce1314_springboot_v2,d568e48b39e92e3dd9525fbd4f82a708e96714b9,1659517843,"解决302
",4a78be6caef518feda88518eed1e3a275861a5cd,979,0,0,0,979,"7,2,0,6,7,62,149,223,277,90,25,94,44,2,0,0,0",14,988,fuce1314_springboot_v2,26,12.0,10.0
gaotianliuyun_gao,fcbdcfd1cb2fe73932cec1eb01f1e180c258bdf3,1661302519,"更新 '{""key"":""csp_XYQBiu_短视频"",""name"":""分享短视频(YXQ)"",""type"":3,""api"":""csp_XYQBiu"",""searchable"":1,""quickSearch"":1,""filterable"":0,""jar"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/jar/XYQBiu.jar"",""ext"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/XYQB/分享短视频.json""}0823.json'
",1fe2b7b6242c95ef0f07f88ed2e32f552fd30448,0,0,2,0,2,"14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",17,24,gaotianliuyun_gao,58,15.0,10.0
htmlunit_htmlunit,ae746891987e3967180e7233f52d3e3318a427ac,1489605763,"move back

git-svn-id: http://svn.code.sf.net/p/htmlunit/code/trunk/htmlunit@13735 5f5364db-9458-4db8-a492-e30667be6df6
","f6eee45a4b5f7a2380da294a0d232c28fcf95850,0c3565f5f8fb5870f1be25b0d28af2644e13ebe4",6581,0,0,0,6581,"5,0,4,41,28,22,285,954,1285,1724,1050,419,60,54,235,98,0,317",18,6581,htmlunit_htmlunit,20,18.0,10.0
intuit_quickbooks-v3-php-sdk,3a9ce07be5dc73a6ae816e880a384186335f043a,1485156422,"V3 SDK
",,5021,0,0,0,5021,"0,5,30,403,89,102,98,22,26,18,7,6,0,0,4215",15,5021,intuit_quickbooks-v3-php-sdk,39,15.0,11.0
intuit_quickbooks-v3-php-sdk,9bc63f8f944851f722b220445832e9b06d9912b2,1491421833,"Update src folder
",109823b908f03c62b2a623309aa350bef3d14ce6,4792,0,0,0,4792,"10,5,345,41,61,48,22,26,18,7,6,0,0,4215,0",14,4804,intuit_quickbooks-v3-php-sdk,39,12.0,11.0
mobivm_robovm,3d1e6eccf9edf5e4c05727882f587af2e2368785,1461183345," Initial commit. Here's what I did:
- Figured out which OSS RoboVM repositories are needed for libGDX
- Put them into a single repository, much easier to maintain, but
  history got destroyed in the process. Can look up history in
  original repository if necessary
- Set the groupId of all artifacts to my domain com.mobidevelop
  so I can publish to Maven Central
- Set the version to 2.0.0-SNAPSHOT so there's zero chance of
  a collision with the original RoboVM releases
- Couldn't get native bits to compile, so updated minimum iOS
  and Mac OS X versions for toolchain in vm/CMakeFileList.txt
  and OS.java until it worked.
- Apps wouldn't link due to some missing c++ symbols. Removed linking
  to libstdc++ in IOSTarget.java. Not sure if that has any detrimental
  effects but it fixed linking.
- When opening a run configuration via the IDEA plugin, it would
  crash in DeviceType.java:113. It seems that the output of some
  command line tool is being parsed, and that returns error
  messages together with the data we need. Fixed via ugly
  hack.
- Updated to the latest commit of https://github.com/robovm/bwdgc.git
  Probably fixed some GC crashes since the release in October.
- Pulled in the IDE plugins for Eclipse and IDEA, the Gradle plugin
  and the templates project. We don't need the Maven plugin and junit
  stuff for libGDX. Everything's in the plugin/ directory
- Templates: removed the templates that i couldn't get to work, namely
  the ones relying on storyboards. Seems like the OSS RoboVM couldn't
  deal with those at all.
- IDEA plugin: removed the bridge to the interface builder functionality
  otherwise the plugin would crash since we miss the artifacts for that
- IDEA plugin: removed the whole setup stuff for Android and license
  checks. The former didn't work for me at all, and the latter would crash
  because it's missing the actual code.
- IDEA plugin: removed the templates in RoboVMTemplateFactory that aren't
  working.
- IDEA plugin: The RoboVmCompileTask doesn't seem to work with that as it can't find
  the robovm.xml file needed for compilation. Fixed in RoboVmPlugin.java
  with a very ugly hack.
- IDEA plugin: there was a huge memory leak in the compiler code of the
  plugin. It retained the AppCompiler instance, which was huge. Fixed
  by nulling that out at the appropriate time
- IDEA plugin: fixed template_build.gradle to use the new groupId
- Gradle plugin: it seems the Gradle plugin was kept up-to-date with
  the latest closed source RoboVM. Had to remove a bunch of stuff, like
  TvOS functionality, as we don't have to sources for that.
- Eclipse plugin: just fixed up the poms, don't know if it works.
",,13825,0,0,0,13825,"2,6,68,36,327,383,137,945,1707,5473,1380,1122,1594,182,255,153,52,3",18,13825,mobivm_robovm,12,18.0,15.0
muaz-khan_webrtc-experiment,cac29897a1ee42621b1633deed9cde4897f645d7,1367153337,"socket.io over node.js added.

Demo: http://webrtc-signaling.jit.su/

Source code:

https://github.com/muaz-khan/WebRTC-Experiment/tree/master/socketio-over-nodejs
",386ef95159b72f36a9233f2136f73152db2c64f5,445,12,9,0,466,"2,116,33,28,27,13,30,51,37,65,24,3,83,13,96",15,621,muaz-khan_webrtc-experiment,43,11.0,10.0
shopware_shopware,31bfd704ad2f16d368640a25609ead7f90ac4749,1524144993,"Initial platform commit
",,2742,0,0,0,2742,"15,24,516,463,284,452,498,368,63,35,24,0,0,0,0,0,0",11,2742,shopware_shopware,7,11.0,11.0
sofastack_sofa-registry,bef09004cc1d7e356d6051571e39825079926c3c,1553410931,"Init project.
",,669,0,0,0,669,"6,7,15,19,26,0,17,0,0,1,21,126,85,207,113,26,0,0,0,0,0",16,669,sofastack_sofa-registry,45,16.0,15.0
deephaven_deephaven-core,c76e6e7180f2b205747a54d244bb38998da85e6d,1620401718,"Initial code

Co-authored-by: Al Spinks <alspinks@deephaven.io>
Co-authored-by: Andrew Baranec <andrewbaranec@deephaven.io>
Co-authored-by: Charles Wright <charleswright@deephaven.io>
Co-authored-by: Chip Kent <chipkent@deephaven.io>
Co-authored-by: Colin Alworth <colinalworth@deephaven.io>
Co-authored-by: Corey Kosak <coreykosak@deephaven.io>
Co-authored-by: Cristian Ferretti <cristianferretti@deephaven.io>
Co-authored-by: Danila Ladner <danilaladner@deephaven.io>
Co-authored-by: Darin Petty <darinpetty@deephaven.io>
Co-authored-by: David Godinez <davidgodinez@deephaven.io>
Co-authored-by: Davor Spasovski <davorspasovski@deephaven.io>
Co-authored-by: Don McKenzie <donmckenzie@deephaven.io>
Co-authored-by: James Nelson <jamesnelson@deephaven.io>
Co-authored-by: Jianfeng Mao <jianfengmao@deephaven.io>
Co-authored-by: Jo Janssens <jojanssens@deephaven.io>
Co-authored-by: Matthew Runyon <matthewrunyon@deephaven.io>
Co-authored-by: Mike Bender <mikebender@deephaven.io>
Co-authored-by: Nate Bauernfeind <natebauernfeind@deephaven.io>
Co-authored-by: Pete Goddard <pgoddard@deephaven.io>
Co-authored-by: Robb Camera <robbcamera@deephaven.io>
Co-authored-by: Ryan Caudy <ryan@deephaven.io>
Co-authored-by: Vlad Babich <vladbabich@deephaven.io>
",11ad0794c114c85416de4ff969203e3789ab2a5b,7404,0,0,0,7404,"16,86,116,70,61,91,74,380,1016,1481,3459,279,97,16,94,10,1,0,3,54,0",20,7404,deephaven_deephaven-core,13,20.0,15.0
grab_grazel,75ae37c574e0cf6d234ac3579771ad63d12b23cf,1624614283,"Initial commit
",,290,0,0,0,290,"14,23,11,6,1,39,24,6,56,60,31,0,10,1,6,2",16,290,grab_grazel,42,16.0,13.0
ironlanguages_ironpython2,14e8dc8ffc8f57d3ed26a6afe52d9e034ed2c419,1227724870,"initial commit of the new IronRuby repo
",,2383,0,0,0,2383,"0,0,1,0,50,337,723,617,330,234,70,15,0,6,0,0,0,0,0,0,0,0",14,2383,ironlanguages_ironpython2,15,14.0,9.0
kubernetes-sigs_secrets-store-csi-driver,56fb54bfdb2058ef043ff36363b90787a52c51b7,1545724070,"Initial commit
",,21388,0,0,0,21388,"6,5,29,158,620,2614,3759,3249,1846,4613,2621,1023,543,87,114,89,8,4",18,21388,kubernetes-sigs_secrets-store-csi-driver,26,18.0,12.0
mailpoet_mailpoet,ec20abb1ee7077be9b4a01885d6013f7ebb99679,1438190121,"added missing modules for makepot task + added suport for plural forms in html templates + added all major i18n methods in twig
",acc3854ba93582790e7033d7b73a256e3ee8f09d,860,0,0,0,860,"16,7,50,37,22,10,240,122,168,86,95,36,44,22,12,3",16,970,mailpoet_mailpoet,59,12.0,11.0
olimex_diy-laptop,a3cd74e3e1509800134d2ebdfdb5cccc02107db3,1509716606,"Merge branch 'master' of https://github.com/OLIMEX/DIY-LAPTOP
","bff472c779ae7561711f2cac99a98aa3ec57b044,d867a2260d72373c3a58b1a19019faff80f8cb49",55599,0,0,0,55599,"2,4,0,111,2489,12769,20094,12327,6666,904,574,103,218,4,14,5",16,56284,olimex_diy-laptop,18,11.0,12.0
