,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket,proj_max_file_depth,lang

* Update some tests.

* Fix dep graph.

* Fix pg recursion.

* Move expansion.

* Get tests working.

* Use new events.

* Start on graph tests.

* Test aliases and dupes.

* Migrate tests.

* Add source tests.

* Test more sources.

* Test cycle.

* Test caching.

* Test expansion.

* Polish.

* Delete old fixtures.

* Rename to project expander.

* Refactor expanders.

* Rename pg package.

* Overlapping outputs.

* Test inheritance.

* Test tag deps.

* Update docs.

* Fix tests.

* Fix tests.

* Fix more tests.

* Fix versions.",7bfd630b91b826106d710ceb3c601344ce59a15f,61,36,34,0,131,"28,22,156,375,748,245,167,51,8,2",10,1802,1.0,31,9,Rust
21470,moonrepo_moon,89667b0944d5bcc2a9852d438604f0eb2b1fd5f2,1690838320,"docs: Add v1.11 blog post. (#988)

* First pass.

* Second pass.

* Add edge labels to visualizer.

* Add blog post.

* Add image.",66fb9a35382d90c121980ed4276c55ec6eac8f91,2,1,0,0,3,"28,22,156,375,750,245,167,51,8,2",10,1804,1.0,31,9,Rust
21743,devrath_kotlinalchemy,adbf3461f545eb011680476f5c3606699c139c55,1703480802,"new data
",a30ad71ba87114da3bef9f8278bc62d34aa5a4d5,3,1,0,0,4,"6,7,34,22,6,2,5,62,0,5,22,45,107,29,13,13,3,1",18,382,1.0,31,17,Kotlin
22061,dojoengine_dojo,becd902536ae93f619ef080e7404ea66827b0abb,1696270541,"feat(katana): starknet messaging `L1-L2` and `L2-L3` (#914)


---------

Co-authored-by: Kariy <ammr.arf@gmail.com>",92fa8b1b567b5efbf8efb8466c02fde90f4f0df8,32,0,0,0,32,"14,16,37,85,121,86,29,9,4",9,401,2.0,31,8,Rust
22207,y9san9_prizebot,5f50ac6c067b790b2827289478d5e786d512e5dc,1620033933,"2.0-M1

Release","f3fcb30e5a0d53fdad4c490eb49841d6f841bd11,b64788ad0c3261a25f33500d933eb5602a4f9e88",52,22,16,1,91,"10,6,3,0,5,1,1,12,24,72,39,2,9,2",14,186,1.0,31,13,Kotlin
22649,opendds_opendds,d1e60081316b669c629e05beb0e8235cd8f77a61,1297440052,"(Merge of RT13927) ChangeLogTag: Fri Feb 11 15:48:09 UTC 2011  Adam Mitz  <mitza@ociweb.com>
","23a16832f9297435217c53b0272e156852322b6f,4cbd69f355150bcd69dd9d956e53dabe9ac6d8ce",850,0,0,0,850,"16,38,484,1438,989,163,76,137,40,22,12,14,21,30,74",15,3554,3.0,31,14,C_C++
23484,pablokbs_peladonerd,f174bd5aeb477f55bdb5e6aaca140a88a0e00901,1563941937,"Agregando Docker Ninja 5
",b612b7c20a7eff39066172eb3d0fe5278ded975a,27,0,0,0,27,"2,2,202,41,6,0,1,0,0,0,3,2,2,0,1",15,262,11.0,31,14,JavaScript
23560,r0ysue_androidfridabeginnersbook,716779a4299207e27d74e470a8a723a3c10c5f37,1629958185,"発売コミット
",1fbc88061bc554077e79351748ca35edc53473d8,7476,0,0,0,7476,"1,81,66,182,46,44,31,2998,360,1624,1854,148,38,4",14,7477,13.0,31,13,C_C++
23964,conda_conda,9b8f6395bbc55e8d24cda4c489b447042d5c20c3,1629373636,"Move the test data into tests directory (#10870)

* Move test repodata into tests directory.

* Move env_metadata into test directory.",6035224374d88b365b384c00560a5ffaf881fe30,142,142,1093,0,1377,"19,73,187,189,88,126,6,135,915,47,2",11,1787,1.0,31,10,Python
24390,peng-zhihui_hdmi-pi,abcad3ceb2a1269741113882c568abf5f39d48a5,1613362087,"[Fw] Add TC358870XBG solution firmware source code By ylj2000.
",8ba65ac9dfe9ad2d687e59ec4ef8cdc0e3bb754c,919,0,2,0,921,"2,4,14,44,44,10,150,53,315,91,203,47,38",13,1015,8.0,31,12,C_C++
24397,cocos-bcx_jssdk,09c4a175598ec3b89c6376609bbe1cf4ec0eded5,1573121094,"Merge branch 'dev'

# Conflicts:
#	README.md
#	README_cn.md
","fa85e8581b4d87160a681001f5e39f543f3d26a4,6cb4f314b0c9bf6fe2d9b33868ec5874faf8e6e6",17875,75,1,0,17951,"8,10,5160,3532,5758,2003,1358,110,78,9,3",11,18029,5.0,31,10,JavaScript
24403,cocos-bcx_jssdk,6e473284bbc8686a723331afb4d7d3c3ba7b4ea4,1577955278,"fix bug
",d42fc1142e4dc68fed4ffc38c51eabd2ac92cce8,18234,1,0,0,18235,"8,10,5215,4181,5527,1901,1366,93,78,11,3",11,18393,6.0,31,10,JavaScript
24419,serverlessworkflow_synapse,9df26734d03e60d198ace204a055d01564700635,1620126881,"Initial commit

Signed-off-by: charles.davernas <charles.davernas@neuroglia.io>
",ecf67d3bb0d8baebfeafd2ea9e31e292f5f4ee72,560,0,0,0,560,"5,5,5,40,113,31,348,21,2,0,1",11,571,8.0,31,10,C#
24480,serverlessworkflow_synapse,5a818b2d8251b379aa2c77d375fb5b16d82b89d5,1663080869,"Added support for YAML in the UI (#256)

feat(Dashboard): added YAML support",6e55473a6f257155881d01af0f10e39ae5cc8dc8,264,0,0,0,264,"11,2,15,40,215,155,298,150,184,83,19",11,1172,2.0,31,10,C#
24602,zxhhyj_starmusic,e9796ef07226941b9f58ff832566063f0f1acddb,1670843870,"文件命名优化，移除崩溃捕捉
",79523b77146dd893362c76a2c62af77a3b91de99,2,5,21,0,28,"9,6,3,2,0,25,0,3,2,66,19,25,5,1",14,166,1.0,31,13,Kotlin
25382,siderolabs_talos,e3fda049fee62f3c5cef4ae08eaf848826a6dbed,1647968721,"docs: overhaul all the docs

This moves our docs to a hugo-based doc setup with docsy theme.

Signed-off-by: Spencer Smith <spencer.smith@talos-systems.com>
",f477507262041a24def6ac9b32fa92d276d4d4e6,7489,31,663,0,8183,"19,22,111,333,1066,278,340,180,1789,3382,109,1687,53,55",14,9424,3.0,31,13,Go
25699,besley_slickflow,c04a56cb01d3c1e5c881d0d81e9ec545a547e270,1443019671,"Slickflow Enterprise V1.5.0 publish
",f074da1f2e5ff76704b51febe85a79351abd825f,1540,4840,1172,0,7552,"0,7,107,221,355,553,416,546,355,186,474,47,44",13,3311,1.0,31,12,C#
25732,besley_slickflow,9cdfb094131b1083035288bf3f3ed3a1a7aa49a8,1522651697,"added .net core version
",c9172682319cb168028eda0cc26284c64a96cf10,1943,499,1661,0,4103,"4,2,0,10,180,536,631,674,533,553,372,103,10",13,3608,1.0,31,12,C#
25767,besley_slickflow,70eb86c02e264975a87197c708a26df1d378b7f6,1670507465,"uploaded enterprise trial edtion
",b0c33f1b0b22d8d94137a1346730beab2282eef8,3709,2140,563,0,6412,"1,8,3,11,108,321,457,504,2091,458,196,95,26",13,4279,2.0,31,12,C#
25821,funbit_ets2-telemetry-server,1cab4d8ec2fcc2e48b5d8f70c3c40cc47ba47eb4,1455461726,"Upgraded Cordova project for latest Visual Studio 2015 Update 1 (Cordova 5.4.1, required nodeJS 4.x).
",975016e61d11a02d5c666f91b90b634bcf414023,137,13,113,0,263,"6,21,27,59,100,269,102,9,14,3,3",11,613,1.0,31,10,C#
25848,italomandara_cxpatcher,40752a39042439026faba43a1743484d9d53f37f,1694505334,"Merge branch 'main' of https://github.com/italomandara/CXPatcher
","ee0463a4f44dedab18130f19f31eaaab388c6607,322e5cba3129d38f193e748601e81fb3a9c04f95",2879,0,0,0,2879,"6,10,24,17,9,74,15,18,11,1784,816,208,40,9,1",15,3042,4.0,31,14,Swift
25957,litritt_ignited,6cca0f244fc48e7e9d2c6cd0095903c94506493e,1580786903,"Replaces frameworks with static libraries

As of iOS 13.3.1, apps installed with free developer accounts that contain embedded frameworks fail to launch. To work around this, we now link all dependencies via Cocoapods as static libraries.
",82bfbd027ae88aef19414c44b6d1de9a65cb04ed,1606,0,0,2,1608,"5,17,99,258,357,152,105,220,493,96,80,35,18",13,1935,7.0,31,12,Swift
26187,spohlenz_tinymce-rails,4cbaab8b885cc4ba800cec88377733cba8a12e2f,1467505616,"Update to TinyMCE 4.4.0
",d4b003a4ebc90ecf2bd783f9da4468bed633d0cb,55,0,0,0,55,"9,9,21,27,16,1,53,30,14,2,1,17,20",13,220,5.0,31,12,JavaScript
26395,yeswiki_yeswiki,7fb0b2dcb85786195d715712e79ab419e0c51c06,1550086190,"Merge branch 'cercopitheque_dev' into cercopitheque
","7af940303859bebffb1a9c8dcd54899a2aaadbfe,692712863a24896929b2c088e79aea2aa473e11e",11,9,0,0,20,"12,64,107,219,469,68,140,251,144,89,195,167,2",13,1927,1.0,31,12,PHP
26797,elfmz_far2l,23f11b37c975ca30cfd5058e4a590ac05b5329d4,1549817007,"Merge pull request #494 from rampitec/incsrch

Incsrch","2480bc25c0786aac66c056237660a69a2feac033,15f2051a3ae8e78749ac73ceac179997e0c50656",41,0,0,0,41,"6,320,323,572,177,529,171,2,0,0,0,8,0,0,0,0,0,1",18,2109,10.0,31,17,C_C++
27169,verybadcat_csharpmath,99ad899268d4fce55e8c7e89b1d0c22534e17a95,1540915703,"Buildable now
",875491757ddf8bf7f3ee51805d66ba3bfc53f5de,1202,0,0,0,1202,"15,63,242,142,39,31,0,48,0,1113,0,0,4,3",14,1700,9.0,31,13,C#
27460,nicenenerd_ukmm,a640f26c8a3305883c3a139dd6d44edd03026751,1675998426,"Move workspace crates to `crates/` folder
",a6f7263c8bd90cfbde1aea40d479bf2eea884fa4,5,0,195,0,200,"8,13,32,52,91,54,5,1,0,2",10,258,4.0,31,9,Rust
27844,paddlepaddle_paddlehub,7eef3bfde63d03acbd1fc9a15a5e56bef47c0ef7,1668612897,"Add Diffsinger Module (#2120)

* add diffsinger

* update README

* update README",c9211e2abe4471d5fdd56e8024708374a7a7d211,40,0,0,0,40,"10,16,195,149,1771,472,276,61,0,6",10,2956,2.0,31,9,Python
27857,oracle_graaljs,febe0218eef9c715c17f2df1cc2f4efc2cfa75c3,1515171490,"Import node v8.9.0 as a subtree in graal-nodejs.
","658f461a067808b876d2358eb9c61d047bebea11,f76ce0a75641991bfc235775a4747c978e0e281b",23607,0,0,0,23607,"1,30,261,2679,1406,7670,7119,1741,880,721,708,566,165,262,74,136,94,54,24,8",20,24599,7.0,31,19,C_C++
62,cckuailong_reapoc,fe9dd6f46c9e447133f265e63f4fe4411d4bfaf1,1644197862,"add some wp poc && vultarget
",eee331c1f3fbb7e1b865a77cdad8975020360bed,6414,0,0,0,6414,"3,23,2,2193,9253,2525,3331,4188,3857,1342,1098,1275,526,87,5,6,1",17,29715,3.0,32,16,PHP
119,jeremylvln_shulker,a428571bd0251798ff1c45176903ad75dbdeb741,1666871372,"refactor: rework the project from scratch
",51d805c9d5c1d7968e772ce549d877a26b1e964e,91,33,16,4,144,"19,9,59,27,17,7,0,0,9,6,8,2",12,163,3.0,32,11,Rust
217,rxswiftcommunity_rxcocoa-texture,1de0836bf7e5f4afac17d6666fbc41c81d5bae05,1533206832,"create
",a50015e06b201df57af26a71add0bac6184dcfff,1031,3,0,0,1034,"7,9,38,29,264,527,146,18,8,3",10,1049,5.0,32,9,Swift
276,tewr_blazorworker,bc42773a8b8abdc0224c0e9c069015f60175495d,1641657363,"Net6 Support (#66)

* Add net6 monikers, temporary dependency list in WorkerProxy

* Add net6 monikers, temporary dependency list in WorkerProxy

* Working! Almost ready for a pre-release here.

* Update deps to 6, consistent pre-compiler IF

* Full test suite for .NET 6
Fixed Failing IoC Examples",69dcb9b42193dfeb15aa138ba4411e652abd9efd,71,0,0,0,71,"4,2,85,44,42,26,28,7,17,6,6",11,267,2.0,32,10,C#
295,enochng1_raceme,e2e4e5fe068bb9826de4ef47bc440ab1e22e0d29,1469213766,"Merge branch 're-rooting-directory'
","86fd6702cb986faad71a5fd7d41bb4b9737538fa,03fc94d5d9e853474361801d2bd27adff2bb91d2",789,0,96,0,885,"5,22,21,286,159,177,187,16,6,9",10,888,7.0,32,9,Swift
498,raidmax_iw4m-admin,9f92b6413565d0e0882149c5d1c88e20b614faeb,1545016616,"Add server version to master api
Add IsEvadedOffense to EFPenalty
Fix remote log reading in not Windows
",4067217830ea76d2fafa273ee57281fdb130bee0,1657,0,0,0,1657,"10,36,190,132,9,565,319,753,140,6,0,1",12,2161,3.0,32,11,C#
736,ligato_vpp-agent,90733ada9424f6181a3736f41469fdfa600cdbfd,1518015904,"Merge pull request #441 from ondrej-fabry/release-1.2

Release v1.2","b99e43a79798c21f427a0722879b103282436435,7cdead9d67a469451541b56f34f5d883905d950b",148,6351,2,1,6502,"13,20,146,209,819,715,419,107,16,0,14,0,3,2",14,2483,3.0,32,13,Go
1710,pydio_pydio-core,269293fdedff28bbfaed24327f6f7414cec7f9aa,1454408160,"Merge branch 'develop' of https://github.com/pydio/pydio-core into develop
","a2a3db0b6fbb28ffed84c267f13e0c20fd782758,3bb907e1c7426d536c55206cd68bcfdf63b25d6c",78,0,0,0,78,"6,3,100,93,728,420,896,449,625,219,1181,44,51,22",14,4837,1.0,32,13,PHP
1879,helsing-ai_buffrs,cef7f1f2c5bb299e7bd83da66e16aa67cee1c9cb,1701172653,"Merge pull request #167 from JoeHut/jh/api_impl

Support releasing of api package from implementing repository","e1b79e1ae40a9b5266110e694c9eadeae3cc19e2,66e321e727376eb5a09ab03a4d7fec1ae1f164e8",32,1,0,0,33,"9,18,51,133,57,18,22,20,1",9,329,1.0,32,8,Rust
1909,huangjian888_jeeweb-mybatis-springboot,6eef173804e176b941146c4ed5f19f5cfce3f152,1553230339,"init project
",74672bc84b38dadb770fe3b51e17fa4047d087d0,2202,2508,1183,0,5893,"3,10,19,74,5,62,86,25,59,260,418,1093,578,473,196,26",16,3387,1.0,32,15,Java
2261,impress-org_givewp,0f9447db91ede6fe82e74571f697c52ef287ac4f,1704844037,"Feature: new form builder settings UI (#7098)

",8d20483d811021612fde6cbc3a0082aeab86beb7,16,7,7,0,30,"32,86,217,716,746,357,166,355,166,95,20,4",12,2960,1.0,32,11,PHP
2279,m-studio-m_2d-controller,f0296a5290739e7867dc11d1da0de239e0a9d15c,1579064817,"FinalMovement

包括横向移动和跳跃的完整项目
",f4a923081cc8f90a3151d42b366ba6cf2542b0e1,6550,0,0,0,6550,"5,79,50,4484,237,1149,358,138,21,20,10",11,6551,10.0,32,10,C#
2591,ankitects_anki,0d354da93aed3e5cfe5f5229c4543d2abc2d7352,1604456043,"move aqt_data into source folder; implement wheel building
",9fe53ff54942f809aceae1e56712aacda2efdd2f,4,6,295,1,306,"18,50,528,148,74,39,5,2,14,23,13,84,15,0,90",15,1103,1.0,32,14,Rust
3168,helium_gateway-rs,cedead5b735b3ea39bc6696d33a8f1e09a2da524,1644766465,"Platform Addition - Tektelic Gateways (#186)

* Added Tektelic Gateway package
",5ee49f8eafa47ff3ab1532752f4e72ac690d4ca8,9,0,0,0,9,"12,17,31,53,0,38,0,0,0,1",10,152,4.0,32,9,Rust
3260,swiftyapp_swifty,e5163e9a985ccc4c1f4c82cb5b9fd05f81fde4f4,1571912786,"Merge branch '0.4.x'
","5e046c72baa944b4bdbea626830dfec4422a0376,da10e3549ed24c0fb95c797bdcf89bfe3bc56a5c",45,2,7,1,55,"14,12,24,55,76,17,17,12,22,4,2",11,255,1.0,32,10,JavaScript
3316,veliovgroup_meteor-files,e0c685ffcd9fdcb556e6fdc9edab4f9e82f0242d,1459996962,"Keep node_modules for ./build
",2a738e7d5fb5a2a77b60db35c9ce6435d5982d05,12877,0,0,0,12877,"8,9,20,638,386,215,43,17,47,204,109,807,735,1899,2028,1546,1503,1442,999,228,11,70,9,38,2,29,0,8",28,13050,20.0,32,27,JavaScript
4266,wala_wala,941036214fe19f737b22fe57f190f7d1cebb4f16,1677557164,"Mass rename of subprojects

The ubiquitous `com.ibm.wala.` prefix carries no useful information.
Let's remove this visual noise.
",d7e05aaa18cbdcf62fec34d3b457334a4ac50f0f,1146,1146,1301,0,3593,"15,38,97,43,61,205,118,132,246,652,499,200,131,27,39,7",16,2510,2.0,32,15,Java
4321,bhdresh_dejavu,6a3844ec3b02eab7b27bdaf9397f68e2547e0546,1625503979,"Console codebase
",bbf2648ed05266e3512a9fab68d384cb898ac1ae,7284,0,0,0,7284,"0,0,49,20,5,421,1551,1735,3145,304,52,2",12,7284,12.0,32,11,PHP
4983,apache_archiva,58da8544b7419af033211bc4ac689182f23d344d,1218586281,"Branch for metadata rejig. Should stop issues like MRM-885 from ever happening again.


git-svn-id: https://svn.apache.org/repos/asf/archiva/trunk@685392 13f79535-47bb-0310-9956-ffa450edef68
",ab7e59db215e3b0fb14bbd050413c6b3a0b1d573,2114,0,0,0,2114,"3,7,9,32,49,68,162,213,281,302,176,404,721,742,667,346,46",17,4228,1.0,32,16,Java
6113,zqpei_deep_sort_pytorch,cdc427a1a37b10f88577dd0c766663bbd9bd1d7c,1577811580,"update 1-1-2020
",1d4929fc380ba28776f4bc2ae8d51ef527e97832,26,0,22,1,49,"6,7,26,17,6,8,1,0,0,0,0,0,1,2",14,74,10.0,32,13,Python
6154,pantheon-systems_solr-power,510a27a02907bc3b6ff41f94c51a207c10d8eb9f,1425594013,"Merge pull request #1 from calevans/master

Moving the code into the repo","6c1ebb0055174bf7d200288c42a3f2d9ed9f2ef5,355ec725d0ae8ba35ee61371dd0bfaacb2ae5fd1",451,0,0,0,451,"6,5,6,8,65,2,24,66,95,95,68,12",12,452,11.0,32,11,PHP
6603,spyder-ide_spyder,5affb8dd30b7b6725e76bcb951ec172f3ac1acc8,1534811815,"Merge pull request #7725 from ccordoba12/merge-split-plugins

PR: Split all plugins into their own modules","5abd2a27e1c30b9ab4656e5aa290e99ac15b5ccb,c3544f6bb1c88ee7ddc8d0ca9a14b4e52899ce5b",44,40,390,0,474,"29,49,127,335,135,61,11,19,22,9,56,2,0,93",14,948,1.0,32,13,Python
6944,bretfisher_udemy-docker-mastery,5a379eb7e5106fc6cf28f76e8d6c28b91d24f453,1489749833,"more lectures
",08c209a30ec1723c695832b62bedd82e24a20a20,894,1,1,0,896,"3,43,19,78,834,46,0,0,0,3,2,2,0,1",14,1031,8.0,32,13,JavaScript
7012,jasonkessler_scattertext,5a493ab05db91050e782242ab4d3c667bb0cb560,1481587628,"kill demo.html
",01d3bdb8db774a28b70a4d80fabba62d18ffeb52,955,2,0,0,957,"8,19,40,53,38,173,231,236,137,50,16,2",12,1003,7.0,32,11,Python
7217,phyphox_phyphox-ios,1a2ea8b3e6824faeae2eda8f41a805c19b055b3e,1555068703,"Merge dev-next to move translation to the new version.
","4934e25f8607e3a90fe27ca1fc43e5f5bd97909c,630f611916444b6ef12539c92d5530c7edc8924e",74,36,173,0,283,"5,4,9,64,74,49,35,7,7,2",10,256,2.0,32,9,Swift
7290,dropbox_pb-jelly,f3e211460076ba6b9d07a93e998de8fa2534a27d,1597117268,"Merge pull request #12 from dropbox/pb/pb-gen-batteries-included

Make pb-gen and encapsulated example","f998208801d5bf93dc611524702cf981c0bbafde,28584942b7da676da6f90882864ea13413c7ddca",48,0,41,0,89,"4,10,13,50,6,2,2,2,4",9,93,6.0,32,8,Rust
7874,freertos_freertos-kernel,f508a5f65335174a1d45895ca515e669901df398,1344720851,"Add FreeRTOS-Plus directory.
",7bd5f21ad5611e9b61ba1491a17f9111913e4b0c,10270,9652,3324,0,23246,"0,1,34,989,1948,1501,776,676,477,129,152,103,3,5,1,0,2",17,6797,1.0,32,16,C_C++
8485,gridprotectionalliance_go2cs,41aac59c35b4d7fe73a335767bf3b205c98d96fe,1602134404,"Re-ran Go source conversion for v1.15.2
",d34c1261f0c0b1aecce0d1f7a939dee29bbd4b29,5368,459,522,373,6722,"3,11,564,4033,2486,989,1676,442,2774,369,147,110,11,39,1,50,3,2,1,39,1,1,9,1,0,0,1,1,1",29,13765,17.0,32,28,C#
8975,maxday_lambda-perf,92c59094438a60a9da5f4352831fe81325b8a4e2,1700345425,"add Java 21 (with and without Snapstart) (#768)

* Update manifest.json with Java 21

* add Java 21 (with and without Snapstart)

* Add Java 21 (with and without snapstart)

* Use dnf for installing missing dependencies",10ec0af0e135ec14d5da28ccffb365ec7f643ced,9,0,0,0,9,"6,430,6,98,14,1,2,1,1,8,1",11,568,1.0,32,10,Rust
9101,metal3-io_cluster-api-provider-metal3,4404747a0367c33a9d01a0ba74951c3462aeeff0,1548710659,"Add scaffolding generated by kubebuilder.
",0d50d4b243ced9daf68b3ae1e770e38b95225921,7553,0,0,0,7553,"8,2,14,234,917,2461,1819,1037,634,202,100,86,5,5,5,3,10,14",18,7556,17.0,32,17,Go
9272,pjc0247_uniscript,11f73afca3e7915f762a2c3e73234cb30da1d0ae,1557197228,"Merge remote-tracking branch 'origin/master'

# Conflicts:
#	Assets/UniScript/Scripts/Editor/MergeCsx.cs
#	Assets/UniScript/Scripts/Editor/UniScriptMenu.cs
#	Assets/UniScript/Scripts/RuntimeScript.cs
#	Assets/UniScript/Scripts/UniFileScriptBehaviour.cs
#	Assets/UniScript/Scripts/UniScriptBehaviour.cs
","d550afa2c9061f7aa19287b1d03da40ed766b014,4d0e74ffbeaaeb347b2eef17a9679fa8b4eeecf7",1353,1,2,1,1357,"5,37,49,243,168,185,217,318,257,208,20",11,1707,1.0,32,10,C#
9281,gamedolphin_bevity,7a5c66203d265ed82cd726676d8bdfcdeef9ef11,1697791733,"feat: setup gltf mesh loading
",ff24da362b054e11489adcf10c0ca1f3270efaae,679,114,115,0,908,"3,0,43,62,315,83,211,243,36",9,996,2.0,32,8,Rust
9446,matecat_matecat,1e9d2a11887908199b9137fab61d317f59426cd0,1403616532,"add grunt configuration
",1c202087ffaa95853bee3d934b8dc5dbca5dd835,2842,0,0,0,2842,"5,13,326,174,339,79,273,292,465,397,312,237,303,145,82,85,34,30,18,32,2,0,80",23,3723,16.0,32,22,PHP
10092,thompsonate_shifty,01d4b9ea00262b4fd6bbb56f82a26eccb8e7c277,1501380112,"adds Sparkle for seamless updating
",989f1c687b42240b9cf3cd936a5385ed5bb940ee,204,0,0,0,204,"3,43,20,58,20,4,18,111,2,4,30",11,313,6.0,32,10,Swift
10141,thompsonate_shifty,b29acbdaa89c107d3dc40a8c2a8e0b88bf0bdc5f,1538344699,"switch back to CocoaPods
",435c9e5d5ec39d250ab847006af9ed5ec5f802b8,305,2,0,0,307,"6,65,65,178,29,1,25,116,2,4,29",11,520,6.0,32,10,Swift
10328,gudaoxuri_dew,241ba8cee428aa337fd2c43884c6787e018c2b02,1583069433,"The change package to group.idealworld.dew
",e957a3e30c78436a3dc80fe91ae20418d5bfa4bc,0,1,350,0,351,"11,8,17,48,24,54,48,28,13,34,59,101,137,58,25,6,0,0,7,8",20,686,1.0,32,19,Java
10374,ruanwenjun_javaweb-project,47d05e9dfd6036b95f1f1f24194d1d88377bea78,1522753861,"添加BOS物流系统
",05f3b54f3b2f53b485c33b4ad9189b33cb27185b,646,0,0,0,646,"1,2,23,244,252,74,41,38,50,175,224,101",12,1225,4.0,32,11,JavaScript
10499,tencent_wcdb,20cda71e3fe6ef3a5191d62976911a0e0e51365a,1709266589,"Merge remote-tracking branch 'origin/WeChat/main'
","b43013fd8a754ebab90cda5dd8b66e6df58e3615,ebcf767fd44e910fd7af8c9e66426737999da774",540,16,775,8,1339,"17,8,45,381,825,734,33,316,221,13,189,78,40,3",14,2903,1.0,32,13,C_C++
15603,idaholab_moose,9873be426aa1d865eed398647d7962010ebc4d72,1710343611,"Merge pull request #27069 from dschwen/spirit_27068

Add boost::spirit","6babef3be69cbcb291777db26f1e73a312ba1937,9cd6d06cd9b911c9eca1048882d2dd1330f58ada",1009,0,1,0,1010,"20,87,551,4851,10832,10101,7954,3459,1751,688,228,31,10",13,40563,2.0,32,12,C_C++
15770,dgurkaynak_penc,1f8ae1d7545a36100b48d5db05ab6f4e40f2499c,1526538930,"chore(*): Add sparkle pod
",ca3d8c8f6cfc72c8564ab78f9512469c5638a113,176,0,0,0,176,"3,20,10,58,3,4,17,111,2,4,30",11,262,5.0,32,10,Swift
15858,featbit_featbit,2c00cb5b3bd17556a89a02134c3af986ddbf8310,1662563943,"feat(ui/org&permissions)
",a0fe49f590df170c58f5c11aad9a6013bb154875,27,4,112,1,144,"9,0,34,22,45,102,85,18,27,34,39",11,415,1.0,32,10,C#
16434,apptainer_apptainer,e5de9146b94aa03b10ff4f5f6658a76c2a809c44,1539640367,"Merge pull request #2200 from cclerget/master-vendor

Development 3.0: Vendor commit","9503e53cd75d618c7982209da4fbe4fdaf2bbe18,571b8d7a41601b96e2f7d9ec254d3c2dce82ce66",5415,6,0,0,5421,"14,24,82,100,767,731,380,115,9,7,14,0,3,2",14,2248,6.0,32,13,Go
16845,docker_libcompose,e2cddeef8c9a4e24e1cccd5dde361bf7a5f23dfb,1445118153,"Merge pull request #78 from imikushin/dc-comics

migrate to fsouza/go-dockerclient","b8791a77adfbf83c513e1f70f04efe9c47dfee4d,efb950e8f1835ccf219fdc8200f12df5c04b2547",196,16,0,0,212,"10,71,8,5,1,39,154,154,288,70,78,18,93",13,989,1.0,32,12,Go
17108,mobiflight_mobiflight-connector,55e690fe10b9398c394e5f20e65d1ced24514745,1626286949,"#406 - Firmware was not compiling for pro micro = exceeded size.
",46f0c4b314bff6d3378e83f8833e32cc5c79d272,32,6,66,0,104,"11,268,146,267,124,188,551,427,199,3,13,9",12,2206,1.0,32,11,C#
17496,nwjs_nw.js,5ef29d52a61621d64aa3667da9f9663da5408895,1445490766,"[test] remote/tar
",4b6b5a5a3f36917eb45e29601647d149fa7bcadb,188,0,0,0,188,"7,91,247,579,215,43,27,17,28,19,18,11,9,18,1,13,2,12,3",19,1360,13.0,32,18,JavaScript
17761,kubernetes-sigs_cluster-capacity,7d7697a26ae2b5b639fa96f2a081a6617a0d1c94,1477576811,"update dependencies to the latest k8s.io/kubernetes (5423eaf4314f0e0d31e92066b2680d7e35dacf5d)
",02fe080de209ff128864f08a5daea34652e394ba,18287,1405,1416,0,21108,"9,2,9,107,1800,3781,4759,2277,2450,3435,3911,2562,1857,609,748,607,499,471,50,1",20,29944,4.0,32,19,Go
17927,quirkey_sammy,64905676bec351955d59d11b2bd789452768396b,1356080426,"Pushing version 0.7.2
",5828bfd28d0520a3cb4abff2f7e360d583dd7253,1269,0,0,0,1269,"8,17,63,63,37,56,254,255,369,119,36,20,130,3",14,1430,9.0,32,13,JavaScript
18195,nginxinc_kubernetes-ingress,a8bca38ede82aed5ea327b566bfe765060598ad8,1626238379,"Converted docs files from sphinx format to hugo.

set up docs deploys

vendor hugo modules

fix baseURL and publishDir configs

fix default netlify build command

pull latest theme updates from development branch

update settings for development branch

pull latest theme updates from development branch

add product logo to config

update docs go.mod

Updated docs/content files with changes made in master branch.

Removed blank line after title.

Replaced contents of docs/content/configmap-and-annotations.md with
aliases.

Added aliases in configmap-and-annotations.md front matter.

Added old custom-annotations file path to aliases in the front matter.

Added aliases to and removed old files.

Removed files.

Update docs/content/nginx-ingress-controllers.md

Added weights to order menu items.  IND-26624

update vendor and go mods

clean up content

finish cleaning up content, spot-checked against latest release branch (1.12)
",1c2191230f5e3cfd23dcb7a4a34cfb50eaa99d57,300,34,36,0,370,"15,33,277,297,187,25,9,11,12,12,98,90,61,4",14,1131,5.0,32,13,Go
19673,datadog_dd-trace-java,51e0cd8414e6e19758bfa281f290361b7e5fdbf2,1680005464,"Add session level visibility support for Gradle (#4894)

",cdf18ed204890e18626f2af9569fb6a9f8378bf4,38,0,10,1,49,"18,55,105,245,171,103,457,582,666,593,937,572,117,27,4,2",16,4654,2.0,32,15,Java
